#CNPJ;NAME;CVMCODE;STATUS_DATE;STATUS
03.481.074/0001-85;AGROPEC TAPIRAPE SA;507245;2010-10-25;CANCELED
10.647.972/0001-26;AGROPEC TAQUARY SA;504041;2004-09-09;CANCELED
03.288.537/0001-97;AGROPEC TERRA FERTIL SA;505005;2008-05-02;CANCELED
00.242.784/0001-64;AGROPEC TERRA GOYANA SA;512044;1996-04-18;CANCELED
00.971.838/0001-22;AGROPEC TERRA KIKUIO SA;512036;1996-04-18;CANCELED
15.741.192/0001-64;AGROPEC TERRA NOVA SA;508950;2008-09-28;CANCELED
06.948.913/0001-10;AGROPEC THOME AFONSO SA;503401;2012-02-14;CANCELED
04.334.488/0001-44;AGROPEC TUCUMAN SA;520519;2016-11-28;CANCELED
14.114.425/0001-36;AGROPEC VALE DO RIO URINDEUA;515345;2012-02-14;CANCELED
09.229.295/0001-47;AGROPEC VALE DIAMANTE SA;505668;2012-02-14;CANCELED
09.229.295/0001-47;AGROPEC VALE DIAMANTE SA;520470;2016-08-24;CANCELED
83.307.694/0001-31;AGROPEC VALE DO ARAGUAIA S/A;518387;2006-01-04;CANCELED
19.564.517/0001-31;AGROPEC VALE DO COCHA SA;502421;2008-03-11;CANCELED
10.169.985/0001-37;AGROPEC VALE DO GURGUEIA SA;506656;2010-09-22;CANCELED
10.690.410/0001-65;AGROPEC VALE DO IPOJUCA SA;514950;1997-07-03;CANCELED
06.724.876/0001-67;AGROPEC VALE DO PRATA SA;504033;2012-02-14;CANCELED
12.091.500/0001-65;AGROPEC VALE DO RIO CORDA SA;503002;2012-02-14;CANCELED
16.753.832/0001-19;AGROPEC VALE DO SOL SA;504360;2008-09-28;CANCELED
12.819.736/0001-75;AGROPEC VARZEA NOVA SA;508551;2012-02-14;CANCELED
22.679.567/0001-79;AGROPEC VARZELANDIA SA - AGROPEVA;517895;2012-02-14;CANCELED
12.536.454/0001-60;AGROPEC WALCON SA;511080;2008-09-28;CANCELED
02.282.297/0001-50;AGROPECUÁRIA ARAÇATUBA S/A;518824;2013-05-03;CANCELED
02.856.863/0001-90;AGROPECUÁRIA BRASIL PALMEIRAS S.A.;519073;2016-05-02;CANCELED
00.148.825/0001-58;AGROPECUÁRIA DOIS IRMÃOS S/A;511412;2016-05-02;CANCELED
13.025.135/0001-53;AGROPECUÁRIA EMILIO OMENA S/A - AGROMENA;507652;2012-10-24;CANCELED
02.893.891/0001-88;AGROPECUÁRIA FIO DE OURO S.A.;519154;2011-10-05;ACTIVE
04.595.112/0001-93;AGROPECUÁRIA FLOR DO OURO S/A;512672;2012-02-14;CANCELED
01.235.081/0001-71;AGROPECUÁRIA FOGLIATELLI S.A.;519642;2017-07-24;CANCELED
06.418.040/0001-34;AGROPECUÁRIA JOTA COELHO S/A;509205;2010-12-28;CANCELED
19.964.360/0001-31;AGROPECUÁRIA ORIENTE S/A;502707;2012-02-14;CANCELED
04.595.195/0001-10;AGROPECUÁRIA PARANAIBA S/A;507296;2012-02-14;CANCELED
22.887.129/0001-04;AGROPECUARIA PAU RAINHA S/A;509000;2012-02-14;CANCELED
02.671.917/0001-43;AGROPECUÁRIA PINGUIM S.A.;519251;2012-08-22;ACTIVE
02.642.136/0001-20;AGROPECUÁRIA PONTAL DO PARANAITA S.A.;520080;2018-04-12;CANCELED
02.907.052/0001-71;AGROPECUÁRIA RICARDO FRANCO S.A.;519200;2014-05-07;CANCELED
04.601.738/0001-65;AGROPECUÁRIA RIO BRILHANTE S/A;509388;2012-02-14;CANCELED
02.358.271/0001-49;AGROPECUÁRIA RIO URUARÁ S.A.;519804;2017-06-01;CANCELED
05.120.340/0001-70;AGROPECUÁRIA SÃO LUIZ LTDA;506397;2012-02-14;CANCELED
15.947.450/0001-63;AGROPECUARIA SÃO SEBASTIÃO DO ARAGUAIA S/A;514691;2009-04-29;CANCELED
03.143.716/0001-36;AGROPECUARIA TAMAKAVY SA;213;1988-02-25;CANCELED
03.143.716/0001-36;AGROPECUARIA TAMAKAVY SA;520640;2017-09-19;ACTIVE
02.033.525/0001-59;AGROPECUÁRIA TERRA BRAVIA S/A;518484;2006-07-07;CANCELED
15.525.447/0001-51;AGROPECUÁRIA VALE DO RIO ACRE S/A;505277;2012-10-24;CANCELED
16.688.384/0001-17;AGROPEMA AGROPEC MADRAS SA;508640;1996-01-02;CANCELED
06.938.989/0001-65;AGROPIL AGROPEC P IBIAPABA SA;505382;2012-02-14;CANCELED
31.498.009/0001-06;AGROPIPER SA;508659;2012-02-14;CANCELED
11.430.550/0001-67;AGROPISA AGROPEC DO PIAUI S/A;503649;2008-09-28;CANCELED
05.423.587/0001-65;AGROSETE PEC E IND SA;514012;2012-02-14;CANCELED
04.971.057/0001-99;AGROTEP SA AGROPEC;511340;2012-02-14;CANCELED
15.255.383/0001-16;AGROVAS AGROPEC VALE DO SUIA SA;518468;2006-07-17;CANCELED
17.998.493/0001-01;AGROVERDE SA;501409;1994-03-02;CANCELED
12.923.546/0001-01;AGROVERDES AGRICOLA SA;500763;2009-10-07;CANCELED
31.495.252/0001-62;AGUA PEDRA AZUL SA;513440;2004-07-01;CANCELED
07.638.562/0001-04;AGUA VERDE AGROPEC SA AVASA;507636;2006-01-05;CANCELED
15.178.767/0001-82;AGUA VIVA PRAIA HOTEL SA;515876;2012-02-14;CANCELED
11.742.087/0001-99;AGUANAMBI INDL SA;506877;2012-02-14;CANCELED
04.089.570/0001-50;AGUAS GUARIROBA S.A.;23442;2014-08-06;ACTIVE
10.665.743/0001-34;AGUISA-AGROPEC GUIMARAES SA;502499;2012-02-14;CANCELED
10.665.743/0001-34;AGUISA-AGROPEC GUIMARAES SA;520128;2015-08-12;CANCELED
09.594.796/0001-22;AGV HOLDING S/A;21806;2014-03-10;CANCELED
60.830.296/0001-08;AIR LIQUIDE;9288;1998-11-19;CANCELED
17.059.049/0001-12;AJAJ SA AGROPECUARIA;516260;2012-02-14;CANCELED
06.019.343/0001-84;AJEFISA-AGROPEC JOSE A F SA;513040;2012-02-14;CANCELED
24.479.438/0001-62;ALAISA ALAGOAS AGRIC IRRIG.;515248;2012-02-14;CANCELED
02.783.422/0001-06;ALBAE PARTICIPACOES SA;18074;2002-05-15;CANCELED
57.912.396/0001-60;ALBATROZ SA;13242;1990-12-27;CANCELED
10.867.026/0001-95;ALCACE NE SA EQUIP ELETRICOS;511056;2012-02-14;CANCELED
08.240.673/0001-20;ALCALIS RIO GRANDE DO NORTE SA;15067;2010-01-04;CANCELED
08.240.673/0001-20;ALCALIS RIO GRANDE DO NORTE SA;510092;1995-09-29;CANCELED
60.561.800/0001-03;ALCAN ALUMINIO DO BRASIL SA;256;1987-07-28;CANCELED
56.994.791/0001-77;AL-CAR EMPREENDIMENTOS E PARTICIPAÇÕES SA;17957;2007-11-13;CANCELED
08.486.375/0001-15;ALCLOR QUIM DE ALAGOAS SA;503320;1993-09-13;CANCELED
11.696.820/0001-86;ALCOA ALUMINIO DO NE SA;500402;1994-03-24;CANCELED
23.637.697/0001-01;ALCOA ALUMINIO SA;264;1993-10-19;CANCELED
39.326.590/0001-82;ALDEIA DOS REIS TURISMO SA;516724;2005-12-22;CANCELED
02.217.319/0001-07;ALEF SA;16705;1997-12-08;ACTIVE
24.278.582/0001-30;ALENAIDE AGRICOLA SA;516139;2012-02-14;CANCELED
24.278.582/0001-30;ALENAIDE AGRICOLA SA;519758;2014-01-30;CANCELED
17.167.396/0001-69;ALFA HOLDINGS SA;9954;1977-07-20;ACTIVE
15.167.984/0001-77;ALFA NORDESTE SA INDUSTRIA DO VESTUARIO;272;2007-11-13;CANCELED
92.689.173/0001-87;ALFRED SA COMERCIO DO VESTUARIO;280;2005-08-09;CANCELED
71.208.516/0001-74;ALGAR TELECOM S/A;21032;2007-07-27;ACTIVE
63.764.435/0001-22;ALGONORTE ALGODOEIRA NORTE SA;514624;2008-04-10;CANCELED
06.082.980/0001-03;ALIANSCE SHOPPING CENTERS S/A;21300;2008-01-18;ACTIVE
12.616.496/0001-01;ALIM PROTEICOS DO NORTE SA;510599;2012-02-14;CANCELED
02.997.713/0001-05;ALIMENTA PARTICIPAÇÕES E SERVIÇOS SA;18260;2003-11-10;CANCELED
04.133.906/0001-35;ALIMENTICIO INTERN DE CACAU SA;509248;2012-02-14;CANCELED
33.826.637/0001-90;ALIPAR ALIMENTOS E PARTS SA;14079;1995-09-27;CANCELED
02.783.425/0001-40;ALIUM PARTICIPAÇÕES SA;18082;2011-08-31;CANCELED
04.965.794/0001-89;ALL FAMA INDL SA;517321;2012-02-14;CANCELED
04.965.794/0001-89;ALL FAMA INDL SA;520225;2016-01-29;ACTIVE
08.648.295/0001-19;ALLIS PARTICIPAÇÕES S.A.;20850;2015-08-26;CANCELED
30.965.065/0001-32;ALMASA ALCOOLEIRA MATEENSE SA;507865;1994-12-16;CANCELED
09.018.953/0001-51;ALMASA ALIMS DO MA SA;509418;2005-11-14;CANCELED
18.012.393/0001-19;ALMEC INDUSTRIAS MECANICA SA;302;2005-03-22;CANCELED
07.258.627/0001-96;ALOBA SA AGROINDL DO NE;507709;2005-11-03;CANCELED
61.079.117/0001-05;ALPARGATAS SA;10456;1977-07-20;ACTIVE
47.848.684/0001-40;ALPART ALPA PARTICIPACOES SA;310;1989-10-19;CANCELED
11.721.921/0001-60;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;22217;2010-10-28;ACTIVE
32.477.457/0001-88;ALPES SA HOT E TUR;506672;2003-07-25;CANCELED
87.819.926/0001-91;ALPINA BRASIL SA MAQ IMP AGRIC;329;2005-08-09;CANCELED
49.705.528/0001-55;ALPLAN SA IND COM CH MAD AGLOM;337;1989-08-02;CANCELED
02.282.923/0001-09;ALTA - AMER.LAT.TELEC.AVANÇADAS S/A;17310;2003-12-29;CANCELED
02.783.423/0001-50;ALTERE SECURITIZADORA S.A.;18066;1998-12-10;ACTIVE
92.859.974/0001-43;ALTUS SISTEMA DE AUTOMAÇÃO S.A.;23183;2017-12-08;CANCELED
06.960.645/0001-52;ALUBRAS ARTF ACO ALUM BR SA;504165;1997-02-24;CANCELED
04.955.456/0001-66;ALUMAZON COMPONENTES DA AM S A;516090;2012-02-14;CANCELED
12.569.935/0001-72;ALUMÍNIO EXTRUDADO DO BRASIL S/A;516856;2012-02-14;CANCELED
12.569.935/0001-72;ALUMÍNIO EXTRUDADO DO BRASIL S/A;520900;2019-01-21;CANCELED
10.886.893/0001-78;ALUMINIO EXTRUSAO LAMINACAO;345;1997-01-30;CANCELED
09.037.706/0001-00;ALUMINIO IPAM SA - IND E COM;512303;2012-02-14;CANCELED
09.037.706/0001-00;ALUMINIO IPAM SA - IND E COM;519782;2014-03-25;CANCELED
13.609.441/0001-37;ALUMINIO TIGRE SA IND E COM.;512281;2012-02-14;CANCELED
11.162.096/0001-00;ALUMISA NORDESTE SA;518832;2008-11-17;CANCELED
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;21490;2008-06-18;ACTIVE
82.998.600/0001-55;ALUSUD ALUMINIO DO SUL SA;353;1987-05-15;CANCELED
07.196.934/0001-90;ALVORADA CARTOES, CREDITO, FINANCIAMENTO E INVESTIMENTO S/A;1147;2006-05-31;CANCELED
84.151.372/0001-09;ALYA AGROINDUSTRIAL S. A.;515310;2008-09-28;CANCELED
39.324.892/0001-11;AM AGROPECUARIA S. A.;515531;2007-08-24;CANCELED
96.735.105/0001-68;AMADEO ROSSI SA MET MUNICOES;361;2002-09-18;CANCELED
24.170.211/0001-30;AMALFI EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;24503;2018-11-05;CANCELED
04.378.352/0001-36;AMAPATIUA AGROPECUARIA S. A...;515361;2008-09-28;CANCELED
02.036.227/0001-12;AMARANTE PARTICIPACOES SA;16918;2000-06-20;CANCELED
47.959.697/0001-96;AMAZONAS PRODS P CALCADOS SA;370;1988-06-15;CANCELED
04.947.867/0001-00;AMAZONEX INDL EXPORTADORA SA;504092;2012-02-14;CANCELED
06.352.108/0001-20;AMAZONIA AGROPEC INDL;502049;1991-12-30;CANCELED
02.340.278/0001-33;AMAZONIA CELULAR S/A;17280;2009-03-09;CANCELED
00.380.153/0001-01;AMAZÔNIA GOLF HOTELARIA E TURISMO S/A;520187;2018-04-12;CANCELED
04.566.576/0001-71;AMAZONIA INDL E COML GUARANA;512362;2012-02-14;CANCELED
05.057.179/0001-37;AMAZONIA SA INDUSTRIA ALIMENTICIA;517690;2010-11-24;CANCELED
07.526.557/0001-00;AMBEV S.A.;23264;2013-10-30;ACTIVE
84.127.208/0001-66;AMCOR EMBALAGENS DA AMAZONIA S/A;515523;2018-12-20;CANCELED
57.009.078/0001-94;AMELCO SA IND ELETRONICA;12750;2003-07-21;CANCELED
44.081.677/0001-77;AMERICA DO SUL LEAS SA ARR MER;388;2000-03-02;CANCELED
31.805.419/0001-44;AMERICAN TRADING S/A;505250;2008-09-28;CANCELED
01.223.522/0001-15;AMERICAS EMPRS ARTISTICOS SA;15679;2008-03-18;CANCELED
01.685.903/0001-16;AMERICEL SA;16195;2012-09-04;CANCELED
13.025.614/0001-70;AMIDO GLUCOSE SA IND E COM;508241;1997-12-24;CANCELED
36.461.242/0001-20;AMIL PARTICIPAÇÕES S/A;21172;2013-05-09;CANCELED
33.050.071/0001-58;AMPLA ENERGIA E SERVIÇOS S.A.;3050;1969-08-15;ACTIVE
07.809.905/0001-56;AMPLA INVESTIMENTOS E SERVIÇOS S/A;20214;2012-05-23;CANCELED
40.430.571/0001-80;ANCAR EMPREENDIMENTOS COMERCIAIS S/A;19259;2006-12-18;CANCELED
00.979.769/0001-01;ANCAR SHOPPING SA;15326;2001-11-30;CANCELED
76.491.661/0001-29;ANCORA COMERCIAL SA;396;1989-05-26;CANCELED
60.503.232/0001-94;ANDERSON CLAYTON SA IND E COM;400;1987-12-23;CANCELED
03.601.314/0001-38;ANDRADE GUTIERREZ CONCESSOES SA;19437;2003-09-01;ACTIVE
36.310.076/0001-60;ANDRADE GUTIERREZ GRANITOS SA;514179;2012-02-14;CANCELED
04.031.960/0001-70;ANDRADE GUTIERREZ PARTICIPAÇÕES SA;19062;2001-10-29;ACTIVE
09.015.421/0001-60;ANDRADE LIMA HOTEIS SA;503657;2012-02-14;CANCELED
31.751.233/0001-50;ANDRADE SA MARMORES E GRANITOS;506699;2012-10-24;CANCELED
09.015.322/0001-89;ANGICAL AGROPEC SA;500275;2012-02-14;CANCELED
22.107.296/0001-87;ANGICOS SA AGROPASTORIL;518263;2009-10-28;CANCELED
04.310.392/0001-46;ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.;18961;2014-10-08;CANCELED
04.582.540/0001-81;ANHUMAS AGROPEC SA;507962;2012-02-14;CANCELED
09.288.252/0001-32;ANIMA HOLDING S/A;23248;2013-10-24;ACTIVE
46.892.592/0001-02;ANSON AGROPEC SA;507458;2002-09-12;CANCELED
60.661.451/0001-00;ANSON SA ENG FUND RECUPERACOES;12416;1986-04-02;CANCELED
06.560.973/0001-61;APESA AGROPASTORIL PIAUIENSE;503185;2012-02-14;CANCELED
05.020.920/0001-95;APIACAS HOTEIS E TUR SA;511846;2012-02-14;CANCELED
33.017.088/0001-03;APOLO PRODUTOS DE ACO SA;426;1990-10-30;CANCELED
12.536.710/0001-10;APPO SA IND DE CONFECCOES;517003;2012-02-14;CANCELED
09.405.671/0001-07;AQUAMARIS AQUACULTURA SA;511706;2006-11-13;CANCELED
11.197.023/0001-54;AQUA-RIO S/A;22101;2012-06-26;CANCELED
45.169.000/0001-58;AQUATEC QUIMICA SA;12564;2007-01-09;CANCELED
15.914.972/0001-69;AR CAPITAL SECURITIES COMPANHIA SECURITIZADORA S.A.;22950;2018-12-04;CANCELED
42.157.511/0001-61;ARACRUZ CELULOSE S/A;434;2009-12-31;CANCELED
17.805.110/0001-23;ARAFERTIL SA;485;1989-01-13;CANCELED
02.517.787/0001-99;ARAGUAIA CIA INDL DE PROD ALIM;442;1987-06-05;CANCELED
02.517.787/0001-99;ARAGUAIA CIA INDL DE PROD ALIM;520179;2015-10-15;CANCELED
01.543.362/0001-91;ARAGUAIA SA MIN RACOES FERTIL;13161;1988-07-05;CANCELED
76.516.921/0001-73;ARAPUA IMPORTACAO COMERCIO SA;9806;1996-10-10;CANCELED
05.680.558/0001-89;ARAPUA NORTE AGROPEC DE EXP;500917;1999-09-13;CANCELED
25.122.961/0001-08;ARAPUIM AGROPEC E IND SA;505498;2012-02-14;CANCELED
10.169.860/0001-07;ARARIPE TEXTIL SA - ARTESA;508381;2013-05-03;CANCELED
15.604.465/0001-29;ARATUR HOT TUR DE ARACAJU SA;501034;2000-02-24;CANCELED
04.371.159/0001-73;ARAUAYA AGRICOLA E COML SA;512370;2008-09-28;CANCELED
03.616.277/0001-31;ARAUCÁRIA PARTICIPAÇÕES SA;18651;2014-11-14;CANCELED
00.237.000/0001-00;ARBRA SA;14788;2003-01-16;CANCELED
01.380.468/0001-11;ARCA S/A AGROPECUÁRIA;513164;2004-12-07;CANCELED
24.315.012/0001-73;ARCELOR BRASIL S.A.;3964;2007-06-15;CANCELED
33.390.170/0001-89;ARCELORMITTAL INOX BRASIL S.A.;2658;2008-04-24;CANCELED
92.660.158/0001-06;ARCON SA IND ELETROMETALURGICA;507;1987-12-03;CANCELED
12.785.705/0001-40;ARCOVERDE AGRIC E PEC SA;517119;2012-02-14;CANCELED
02.036.233/0001-70;ARDOSIA PARTICIPACOES SA;16926;2000-11-24;CANCELED
24.080.871/0001-20;AREIAS BELAS AGRICUL IRRIG SA;506192;2012-02-14;CANCELED
16.590.234/0001-76;AREZZO INDÚSTRIA E COMERCIO S/A;22349;2011-01-31;ACTIVE
02.036.220/0001-09;ARGENTUM PARTICIPACOES SA;16888;2000-06-20;CANCELED
24.624.551/0001-94;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;24120;2017-04-24;ACTIVE
24.624.490/0001-65;ARGO TRANSMISSÃO DE ENERGIA S.A.;24210;2017-09-22;ACTIVE
02.605.028/0001-88;ARGOLIS HOLDINGS S.A.;17566;2008-06-30;CANCELED
02.992.440/0001-06;ARGOLIS PARTICIPAÇÕES S/A;18341;2008-04-18;CANCELED
12.689.337/0001-37;ARISA-AGROINDL E REFLOREST SA;511145;2012-02-14;CANCELED
24.154.015/0001-72;ARIZONA AGRICOLA SA;512818;2012-02-14;CANCELED
08.331.878/0001-11;ARIZONA AGRO PASTORIL SA;517500;1997-10-10;CANCELED
12.803.540/0001-92;ARIZONA SA AGROINDL E PECUARIA;512710;2012-02-14;CANCELED
15.109.747/0001-50;ARMAZENS GERAIS EMPR UNIAO SA;515;1991-03-08;CANCELED
61.064.978/0001-01;ARNO SA;523;2000-05-16;CANCELED
12.676.417/0001-58;AROEIRAS EMPREEND RURAIS SA;511790;2008-09-28;CANCELED
39.378.187/0001-05;AROSO HOTEIS E LAZER SA;514420;2017-06-01;CANCELED
07.063.068/0001-69;ARPASO AGROPEC SA;502170;2008-09-28;CANCELED
08.074.940/0001-37;ARPEL SA CALCADOS ARTEF COURO;512958;2012-02-14;CANCELED
09.507.195/0001-35;ARRECIFES HOT E TUR SA;502804;1999-09-09;CANCELED
08.872.319/0001-19;ARTBRAS SA-CARNES E DERIVADOS;501514;1997-11-29;CANCELED
08.567.190/0001-35;ARTECOLA NE SA INDS QUIMICAS;506257;1998-07-16;CANCELED
10.976.124/0001-60;ARTEFATOS PAPEL NE SA ARTEPE;531;1986-11-05;CANCELED
07.126.683/0001-77;ARTEMISA AQUICULTURA SA;517887;2000-11-13;CANCELED
02.919.555/0001-67;ARTERIS S.A.;19771;2005-07-06;ACTIVE
04.972.626/0001-10;ARTESANATO DE MADEIRA AM SA;508187;1992-03-26;CANCELED
92.189.356/0001-33;ARTHUR LANGE SA IND E COM;574;2011-01-04;CANCELED
00.294.850/0001-40;ARUANA AGROPASTORIL SA;503215;1992-12-30;CANCELED
02.693.299/0001-32;ASA AGROINDL DE ALIM SA;508985;2012-02-14;CANCELED
33.319.617/0001-23;ASBERIT SA;582;1986-03-18;CANCELED
04.944.815/0001-80;ASO METAL SA;590;1992-07-06;CANCELED
11.181.948/0001-07;ASSA ALIM SELECIONADOS SA;506206;2008-09-28;CANCELED
05.504.154/0001-34;ASSUNCAO IND E COM SA;511218;1998-10-23;CANCELED
75.315.333/0001-09;ATACADÃO S.A.;24171;2017-07-18;ACTIVE
48.011.688/0001-31;ATHANASE SARANTOPOULOS H T SA;507440;1998-11-16;CANCELED
04.932.729/0001-57;ATIAIA PEC SA;510688;2012-10-24;CANCELED
13.720.918/0001-57;ATIVOS BRASILEIROS S.A.;22918;2016-01-07;CANCELED
02.445.817/0001-07;ATL - ALGAR TELECOM LESTE S.A.;18252;2003-07-10;CANCELED
01.431.728/0001-30;ATLÂNTICA EMPREEND.IMOBILIÁRIOS S/A;17990;2002-12-09;CANCELED
12.610.165/0001-64;ATLETAS BRASILEIROS S/A;22934;2017-09-20;CANCELED
61.510.996/0001-70;ATMA SA;604;2005-03-22;CANCELED
00.886.257/0001-92;ATMOSFERA GESTÃO E HIGIENIZAÇÃO DE TÊXTEIS SA;20591;2009-04-20;CANCELED
00.359.742/0001-08;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;1996-02-28;ACTIVE
03.453.981/0001-10;AUFERVILLE TRUST SA;18562;2008-03-18;CANCELED
00.160.436/0001-48;AUSTRAL INVESTIMENTOS SA;14656;2003-01-13;CANCELED
47.709.365/0001-53;AUTEL SA TELECOMUNICAÇOES;14419;2007-08-07;CANCELED
28.519.932/0001-64;AUTOMATICA TECNOLOGIA SA;514470;1998-07-14;CANCELED
01.036.698/0001-68;AUTOMATON NORTE IND PLAST SA;505307;2008-09-28;CANCELED
61.618.237/0001-25;AUTOMETAL AGROPEC SA;516805;2015-03-09;CANCELED
59.104.513/0001-95;AUTOMETAL S/A;22381;2014-10-14;CANCELED
09.326.342/0001-70;AUTOPISTA FERNÃO DIAS SA;21989;2010-03-29;ACTIVE
09.324.949/0001-11;AUTOPISTA FLUMINENSE SA;22004;2010-03-29;ACTIVE
09.313.969/0001-97;AUTOPISTA LITORAL SUL;21997;2010-03-29;ACTIVE
09.325.109/0001-73;AUTOPISTA PLANALTO SUL SA;21970;2010-03-29;ACTIVE
09.336.431/0001-06;AUTOPISTA REGIS BITTENCOURT SA;21962;2010-03-29;ACTIVE
40.281.347/0001-74;AUTOTRAC COMERCIO E TELECOMUNICAÇÕES;20311;2009-07-03;CANCELED
02.679.185/0001-38;AUTOVIAS S/A;21822;2009-11-27;ACTIVE
51.996.601/0001-37;AUXILIAR LEASING SA ARR MERC;655;1991-01-30;CANCELED
46.047.288/0001-50;AUXILIAR SA PARTICIPACOES;11924;2005-08-09;CANCELED
15.011.696/0001-29;AVAL SECURITIZADORA DE CREDITOS S.A.;23973;2017-11-30;CANCELED
54.649.819/0001-03;AVARA SA;12483;1989-10-11;CANCELED
09.055.120/0001-60;AVARANDADO FORTE AGROPEC PI SA;500534;2012-02-14;CANCELED
07.216.906/0001-97;AVARANDADO FORTE AGROPEC SA;500542;2012-02-14;CANCELED
05.645.866/0001-73;AVEMAR AVICULTURA E RACAO SA;514659;2008-09-28;CANCELED
63.766.497/0001-73;AVENORTE INDS ALIMENTICIAS SA;514276;2012-02-14;CANCELED
06.039.150/0001-95;AVIANE AVES INDUST DO NE;500267;2012-02-14;CANCELED
09.462.441/0001-80;AVIBOSA-AVICULT E BOVINCULT SA;507377;2012-02-14;CANCELED
10.980.696/0001-13;AVIC-ALIMENTOS SELECIONADOS SA;505951;2008-09-28;CANCELED
12.992.822/0001-85;AVICOCO DO NE SA;515000;2008-01-18;CANCELED
09.357.161/0001-01;AVICOLA DAGEMA S/A;511803;2004-05-31;CANCELED
04.072.815/0001-37;AVINEL SA - AVICULTURA INDUSTRIAL;519332;2012-09-03;CANCELED
02.863.035/0001-80;AXXOR INDÚSTRIA MECÂNICA S/A;518778;2007-12-27;CANCELED
31.709.272/0001-99;AZECYP HOTELARIA E TURISMO SA;514780;2012-02-14;CANCELED
31.709.272/0001-99;AZECYP HOTELARIA E TURISMO SA;520659;2017-09-28;CANCELED
61.351.532/0001-68;AZEVEDO & TRAVASSOS SA;11975;1984-08-20;ACTIVE
09.305.994/0001-29;AZUL S.A.;24112;2017-04-07;ACTIVE
04.937.843/0001-70;AZULEJOS DO PARA SA;503924;1999-04-30;CANCELED
11.029.972/0001-25;B D MOVEIS SA;505730;2012-02-14;CANCELED
00.776.574/0001-56;B2W - COMPANHIA DIGITAL;20990;2007-07-26;ACTIVE
09.346.601/0001-25;B3 S.A. - BRASIL, BOLSA, BALCÃO;21610;2008-08-11;ACTIVE
12.565.057/0001-17;BACALACTE-BACABAL IND LATIC SA;513270;2008-09-28;CANCELED
08.023.558/0001-02;BACATUBA AGROPASTORIL SA;500585;2012-02-14;CANCELED
15.195.464/0001-78;BACRAFT SA INDUSTRIA DE PAPEL;680;2006-05-12;CANCELED
04.781.143/0001-39;BAESA-ENERGETICA BARRA GRANDE SA;19607;2016-04-29;CANCELED
13.605.696/0001-21;BAHEMA AGROPECUARIA SA;698;1991-08-30;CANCELED
96.832.365/0001-51;BAHEMA EQUIPAMENTOS SA;18155;2003-10-31;CANCELED
45.987.245/0001-92;BAHEMA SA;701;1974-01-02;ACTIVE
15.258.023/0001-78;BAHIA OTHON PALACE HOTEL SA;710;1984-10-26;CANCELED
01.554.970/0001-00;BAHIA TRUST DE RECEBIVEIS;16098;1999-10-28;CANCELED
24.073.470/0001-43;BAISA BAHIA AGRICULTURA SA;505234;2012-02-14;CANCELED
11.124.278/0001-97;BAIXADAO AGROPEC SA;502340;2012-02-14;CANCELED
11.124.278/0001-97;BAIXADAO AGROPEC SA;520861;2018-12-17;CANCELED
09.462.852/0001-75;BALADARE PARTICIPAÇÕES S/A;21571;2010-05-27;CANCELED
76.659.101/0001-30;BAMERINDUS SA CRED IMOBILIARIO;752;1987-11-27;CANCELED
75.170.076/0001-64;BAMERINDUS SA FINANC CRED INV;760;1989-05-09;CANCELED
76.543.156/0001-80;BAMERINDUS SA PARTICIPAÇÕES E EMPREENDIMENTOS - EM LIQUIDAÇÃO EXTRAJUDICIAL;744;2007-01-09;CANCELED
08.188.047/0001-32;BANAGRO SA BAND AGROPEC SA;506907;1993-01-14;CANCELED
28.195.667/0001-06;BANCO ABC BRASIL S/A;20958;2007-07-23;ACTIVE
10.664.513/0001-50;BANCO AGIBANK S.A.;24465;2019-01-18;CANCELED
24.986.770/0001-13;BANCO AGRIMISA SA;779;2005-03-22;CANCELED
60.770.336/0001-65;BANCO ALFA DE INVESTIMENTO SA;1384;1977-07-20;ACTIVE
33.870.163/0001-84;BANCO ALVORADA S.A.;15512;2003-10-28;CANCELED
76.543.115/0001-94;BANCO BAMERINDUS BRASIL SA;825;2006-07-18;CANCELED
63.090.609/0001-19;BANCO BANDEIRANTES DE INVESTIMENTOS SA;833;2001-10-31;CANCELED
15.142.490/0001-38;BANCO BANEB SA;1066;2000-12-01;CANCELED
76.492.172/0001-91;BANCO BANESTADO SA;1180;2003-08-29;CANCELED
10.781.532/0001-67;BANCO BANORTE SA EM LIQUIDAÇÃO EXTRAJUDICIAL;1473;2006-07-18;CANCELED
60.898.723/0001-81;BANCO BCN S.A.;957;1998-07-28;CANCELED
04.562.120/0001-33;BANCO BEA SA;1139;2003-01-30;CANCELED
01.540.541/0001-75;BANCO BEG S.A.;1074;2003-08-29;CANCELED
61.186.680/0001-74;BANCO BMG S/A;1716;1994-03-14;CANCELED
61.186.680/0001-74;BANCO BMG S/A;24600;2018-12-17;ACTIVE
33.485.541/0001-06;BANCO BOAVISTA INTERATLÂNTICO S.A.;850;1999-12-08;CANCELED
