#Nome de Pregao;Tipo da Acao;Data da Aprovacao;Valor do Provento R$;Provento por 1 ou 1000 AcÑes;Tipo do Provento;"Ultimo Dia ""Com""";"Data do Ultimo Preco ""Com""";"Ultimo Preco ""Com""";Preco por 1 ou 1000 Acoes;Provento/ Preco %
ABC BRASIL;OR;20/12/2007;0,32;1;JRS CAP PROPRIO;20/12/2007; ;0;1; 
ABC BRASIL;OR;31/03/2008;0,12;1;JRS CAP PROPRIO;31/03/2008;;0;1;
ABC BRASIL;OR;30/06/2008;0,12;1;JRS CAP PROPRIO;30/06/2008;;0;1;
ABC BRASIL;OR;30/09/2008;0,13;1;JRS CAP PROPRIO;30/09/2008;;0;1;
ABC BRASIL;OR;30/12/2008;0,13;1;JRS CAP PROPRIO;30/12/2008;;0;1;
ABC BRASIL;OR;31/03/2009;0,13;1;JRS CAP PROPRIO;31/03/2009;;0;1;
ABC BRASIL;OR;30/06/2009;0,13;1;JRS CAP PROPRIO;30/06/2009;;0;1;
ABC BRASIL;OR;30/09/2009;0,12;1;JRS CAP PROPRIO;30/09/2009;;0;1;
ABC BRASIL;OR;30/12/2009;0,13;1;JRS CAP PROPRIO;30/12/2009;;0;1;
ABC BRASIL;OR;31/03/2010;0,13;1;JRS CAP PROPRIO;31/03/2010;;0;1;
ABC BRASIL;OR;30/06/2010;0,13;1;JRS CAP PROPRIO;30/06/2010;;0;1;
ABC BRASIL;OR;30/09/2010;0,14;1;JRS CAP PROPRIO;30/09/2010;;0;1;
ABC BRASIL;OR;30/12/2010;0,14;1;JRS CAP PROPRIO;30/12/2010;;0;1;
ABC BRASIL;OR;31/03/2011;0,14;1;JRS CAP PROPRIO;31/03/2011;;0;1;
ABC BRASIL;OR;30/06/2011;0,15;1;JRS CAP PROPRIO;30/06/2011;;0;1;
ABC BRASIL;OR;30/09/2011;0,15;1;JRS CAP PROPRIO;30/09/2011;;0;1;
ABC BRASIL;OR;29/12/2011;0,16;1;JRS CAP PROPRIO;29/12/2011;;0;1;
ABC BRASIL;OR;29/06/2012;0,33;1;JRS CAP PROPRIO;02/07/2012;;0;1;
ABC BRASIL;OR;28/12/2012;0,308;1;JRS CAP PROPRIO;02/01/2013;;0;1;
ABC BRASIL;OR;27/06/2013;0,296649;1;JRS CAP PROPRIO;28/06/2013;;0;1;
ABC BRASIL;PR;20/12/2007;0,32;1;JRS CAP PROPRIO;20/12/2007;20/12/2007;11,6;1;2,758621
ABC BRASIL;PR;31/03/2008;0,12;1;JRS CAP PROPRIO;31/03/2008;31/03/2008;9,6;1;1,25
ABC BRASIL;PR;30/06/2008;0,12;1;JRS CAP PROPRIO;30/06/2008;30/06/2008;9,35;1;1,283422
ABC BRASIL;PR;30/09/2008;0,13;1;JRS CAP PROPRIO;30/09/2008;30/09/2008;5,59;1;2,325581
ABC BRASIL;PR;30/12/2008;0,13;1;JRS CAP PROPRIO;30/12/2008;30/12/2008;5,19;1;2,504817
ABC BRASIL;PR;31/03/2009;0,13;1;JRS CAP PROPRIO;31/03/2009;31/03/2009;5,66;1;2,29682
ABC BRASIL;PR;30/06/2009;0,13;1;JRS CAP PROPRIO;30/06/2009;30/06/2009;7,45;1;1,744966
ABC BRASIL;PR;30/09/2009;0,12;1;JRS CAP PROPRIO;30/09/2009;30/09/2009;10,5;1;1,142857
ABC BRASIL;PR;30/12/2009;0,13;1;JRS CAP PROPRIO;30/12/2009;30/12/2009;11,8;1;1,101695
ABC BRASIL;PR;31/03/2010;0,13;1;JRS CAP PROPRIO;31/03/2010;31/03/2010;13,57;1;0,957996
ABC BRASIL;PR;30/06/2010;0,13;1;JRS CAP PROPRIO;30/06/2010;30/06/2010;12,16;1;1,069079
ABC BRASIL;PR;30/09/2010;0,14;1;JRS CAP PROPRIO;30/09/2010;30/09/2010;17;1;0,823529
ABC BRASIL;PR;30/12/2010;0,14;1;JRS CAP PROPRIO;30/12/2010;30/12/2010;14,62;1;0,957592
ABC BRASIL;PR;31/03/2011;0,14;1;JRS CAP PROPRIO;31/03/2011;31/03/2011;12,4;1;1,129032
ABC BRASIL;PR;30/06/2011;0,15;1;JRS CAP PROPRIO;30/06/2011;30/06/2011;11,72;1;1,279863
ABC BRASIL;PR;30/09/2011;0,15;1;JRS CAP PROPRIO;30/09/2011;30/09/2011;9,47;1;1,583949
ABC BRASIL;PR;29/12/2011;0,16;1;JRS CAP PROPRIO;29/12/2011;29/12/2011;12,47;1;1,283079
ABC BRASIL;PR;29/06/2012;0,33;1;JRS CAP PROPRIO;02/07/2012;02/07/2012;9,72;1;3,395062
ABC BRASIL;PR;28/12/2012;0,308;1;JRS CAP PROPRIO;02/01/2013;02/01/2013;14,15;1;2,176678
ABC BRASIL;PR;27/06/2013;0,296649;1;JRS CAP PROPRIO;28/06/2013;28/06/2013;13,51;1;2,195774
ABRIL EDUCA;OR;30/04/2012;0,050669;1;DIVIDENDO;30/04/2012;;0;1;
ABRIL EDUCA;OR;11/03/2013;0,104758;1;DIVIDENDO;27/03/2013;;0;1;
ABRIL EDUCA;PR;30/04/2012;0,050669;1;DIVIDENDO;30/04/2012;;0;1;
ABRIL EDUCA;PR;11/03/2013;0,104758;1;DIVIDENDO;27/03/2013;;0;1;
ABRIL EDUCA;UNT;30/04/2012;0,152007;1;DIVIDENDO;30/04/2012;30/04/2012;28,45;1;0,534295
ABRIL EDUCA;UNT;11/03/2013;0,314273;1;DIVIDENDO;27/03/2013;27/03/2013;46,95;1;0,669378
ACO ALTONA;OR;29/04/2013;0,231;1;DIVIDENDO;29/04/2013;03/08/2012;28;1;0,825
ACO ALTONA;PR;29/04/2013;0,2541;1;DIVIDENDO;29/04/2013;29/04/2013;23,46;1;1,08312
AES ELPA;OR;28/11/2003;2,295195815;1000;DIVIDENDO;28/11/2003;28/11/2003;11,47;1000;20,010426
AES ELPA;OR;28/11/2003;0,394965573;1000;RENDIMENTO;28/11/2003;28/11/2003;11,47;1000;3,443466
AES ELPA;OR;09/04/2007;0,30442541;1000;DIVIDENDO;19/04/2007;18/04/2007;19,5;1000;1,561156
AES ELPA;OR;10/08/2007;1,4857248;1000;DIVIDENDO;24/08/2007;24/08/2007;25,5;1000;5,826372
AES ELPA;OR;20/12/2007;0,222741063;1000;JRS CAP PROPRIO;20/12/2007;20/12/2007;28,7;1000;0,776101
AES ELPA;OR;23/04/2008;0,620560531;1;DIVIDENDO;23/04/2008;23/04/2008;25,6;1;2,424065
AES ELPA;OR;12/08/2008;1,104553302;1;DIVIDENDO;13/08/2008;13/08/2008;25;1;4,418213
AES ELPA;OR;19/12/2008;0,227390936;1;JRS CAP PROPRIO;19/12/2008;19/12/2008;17;1;1,337594
AES ELPA;OR;27/04/2009;3,477856401;1;DIVIDENDO;27/04/2009;27/04/2009;33;1;10,538959
AES ELPA;OR;16/12/2009;0,234179659;1;JRS CAP PROPRIO;16/12/2009;16/12/2009;43;1;0,544604
AES ELPA;OR;30/04/2010;0,946759973;1;DIVIDENDO;30/04/2010;30/04/2010;48,3;1;1,960166
AES ELPA;OR;30/04/2010;0,936240418;1;DIVIDENDO;30/04/2010;30/04/2010;48,3;1;1,938386
AES ELPA;OR;30/04/2010;1,081733175;1;DIVIDENDO;30/04/2010;30/04/2010;48,3;1;2,239613
AES ELPA;OR;05/08/2010;0,652212426;1;DIVIDENDO;05/08/2010;05/08/2010;44,02;1;1,481628
AES ELPA;OR;05/08/2010;0,142013996;1;DIVIDENDO;05/08/2010;05/08/2010;44,02;1;0,322612
AES ELPA;OR;02/12/2010;0,271806822;1;JRS CAP PROPRIO;02/12/2010;02/12/2010;44,5;1;0,610802
AES ELPA;OR;29/04/2011;2,446937998;1;DIVIDENDO;29/04/2011;29/04/2011;47,5;1;5,151448
AES ELPA;OR;10/08/2011;1,346503073;1;DIVIDENDO;10/08/2011;10/08/2011;47,99;1;2,805799
AES ELPA;OR;06/12/2011;0,220783288;1;JRS CAP PROPRIO;06/12/2011;05/12/2011;46,5;1;0,474803
AES ELPA;OR;16/04/2012;1,655567607;1;DIVIDENDO;16/04/2012;16/04/2012;36;1;4,598799
AES SUL;OR;24/04/2008;126,03;1;DIVIDENDO;24/04/2008;PRE?O TEORICO;10.081,90;1;1,250062
AES SUL;OR;27/04/2009;170,6;1;DIVIDENDO;27/04/2009;PRE?O TEORICO;9.955,87;1;1,713562
AES SUL;PR;29/04/1999;0,334645682;1;DIVIDENDO;04/05/1999; ;0;1; 
AES SUL;PR;28/12/2000;0,33569189;1;DIVIDENDO;28/12/2000; ;0;1; 
AES SUL;PR;24/04/2008;93,07;1;DIVIDENDO;24/04/2008;31/12/9999;10.081,90;1;0,923139
AES SUL;PR;27/04/2009;93,07;1;DIVIDENDO;27/04/2009;PRE?O TEORICO;9.988,83;1;0,931741
AES TIETE;OR;27/04/2001;0,114835143;1000;DIVIDENDO;27/04/2001;27/04/2001;9,35;1000;1,228183
AES TIETE;OR;10/12/2001;0,41236516;1000;JRS CAP PROPRIO;10/12/2001;10/12/2001;13;1000;3,17204
AES TIETE;OR;15/04/2002;1,707609;1000;REST CAP DIN;15/04/2002;10/04/2002;19,5;1000;8,756969
AES TIETE;OR;29/04/2002;0,319412775;1000;DIVIDENDO;29/04/2002;29/04/2002;18,1;1000;1,764711
AES TIETE;OR;10/05/2002;0,239273611;1000;DIVIDENDO;13/05/2002;10/05/2002;17,4;1000;1,375136
AES TIETE;OR;26/08/2002;0,178182;1000;DIVIDENDO;27/08/2002;27/08/2002;17,5;1000;1,018183
AES TIETE;OR;10/09/2002;0,244365;1000;JRS CAP PROPRIO;10/09/2002;10/09/2002;17,5;1000;1,396371
AES TIETE;OR;12/08/2003;0,134064;1000;DIVIDENDO;13/08/2003;13/08/2003;17,5;1000;0,76608
AES TIETE;OR;24/10/2003;0,402192;1000;DIVIDENDO;05/11/2003;03/11/2003;18;1000;2,2344
AES TIETE;OR;28/11/2003;0,463274;1000;JRS CAP PROPRIO;04/12/2003;04/12/2003;18,03;1000;2,569462
AES TIETE;OR;27/04/2004;0,890249;1000;DIVIDENDO;07/05/2004;07/05/2004;21;1000;4,239281
AES TIETE;OR;19/07/2004;0,67837;1000;DIVIDENDO;29/07/2004;29/07/2004;25;1000;2,71348
AES TIETE;OR;10/11/2004;0,914424;1000;DIVIDENDO;19/11/2004;19/11/2004;31,4;1000;2,912178
AES TIETE;OR;10/11/2004;0,43782;1000;JRS CAP PROPRIO;19/11/2004;19/11/2004;31,4;1000;1,394331
AES TIETE;OR;31/03/2005;0,775733;1000;DIVIDENDO;13/04/2005;13/04/2005;39,94;1000;1,942246
AES TIETE;OR;09/08/2005;2,000147;1000;DIVIDENDO;12/09/2005;12/09/2005;42;1000;4,762255
AES TIETE;OR;07/12/2005;0,440404;1000;JRS CAP PROPRIO;16/12/2005;16/12/2005;46,95;1000;0,938028
AES TIETE;OR;21/03/2006;2,953908;1000;DIVIDENDO;31/03/2006;31/03/2006;57;1000;5,182295
AES TIETE;OR;09/08/2006;3,058048;1000;DIVIDENDO;17/08/2006;17/08/2006;59;1000;5,183132
AES TIETE;OR;08/11/2006;0,372767;1000;JRS CAP PROPRIO;17/11/2006;17/11/2006;56,9;1000;0,655127
AES TIETE;OR;08/11/2006;1,063248;1000;DIVIDENDO;17/11/2006;17/11/2006;56,9;1000;1,868626
AES TIETE;OR;09/04/2007;1,652859;1000;DIVIDENDO;19/04/2007;19/04/2007;76,99;1000;2,146849
AES TIETE;OR;11/05/2007;1,606260021;1000;DIVIDENDO;28/05/2007;28/05/2007;76,25;1000;2,106571
AES TIETE;OR;10/08/2007;1,421814549;1000;DIVIDENDO;24/08/2007;24/08/2007;69,8;1000;2,036984
AES TIETE;OR;12/11/2007;1,412612455;1000;DIVIDENDO;21/11/2007;21/11/2007;65;1000;2,17325
AES TIETE;OR;20/12/2007;0,303355087;1000;JRS CAP PROPRIO;20/12/2007;20/12/2007;63,99;1000;0,474066
AES TIETE;OR;23/04/2008;0,338938663;1;DIVIDENDO;23/04/2008;23/04/2008;16,9;1;2,005554
AES TIETE;OR;14/05/2008;0,432447642;1;DIVIDENDO;15/05/2008;15/05/2008;18,4;1;2,350259
AES TIETE;OR;12/08/2008;0,335503351;1;DIVIDENDO;13/08/2008;13/08/2008;17,9;1;1,87432
AES TIETE;OR;13/11/2008;0,469780535;1;DIVIDENDO;13/11/2008;13/11/2008;12,03;1;3,905075
AES TIETE;OR;19/12/2008;0,07835894;1;JRS CAP PROPRIO;19/12/2008;19/12/2008;12,36;1;0,633972
AES TIETE;OR;27/04/2009;0,416656204;1;DIVIDENDO;27/04/2009;27/04/2009;15,97;1;2,608993
AES TIETE;OR;14/05/2009;0,538731899;1;DIVIDENDO;14/05/2009;14/05/2009;16,07;1;3,352408
AES TIETE;OR;13/08/2009;0,498455527;1;DIVIDENDO;13/08/2009;13/08/2009;18,19;1;2,740272
AES TIETE;OR;12/11/2009;0,554009192;1;DIVIDENDO;12/11/2009;12/11/2009;18,99;1;2,917373
AES TIETE;OR;15/12/2009;0,07679079;1;JRS CAP PROPRIO;15/12/2009;15/12/2009;17,14;1;0,448021
AES TIETE;OR;30/04/2010;0,284394455;1;DIVIDENDO;30/04/2010;30/04/2010;17,45;1;1,629768
AES TIETE;OR;14/05/2010;0,597630033;1;DIVIDENDO;14/05/2010;14/05/2010;17,29;1;3,456507
AES TIETE;OR;06/08/2010;0,431276523;1;DIVIDENDO;06/08/2010;06/08/2010;18,4;1;2,343894
AES TIETE;OR;05/11/2010;0,541517968;1;DIVIDENDO;05/11/2010;05/11/2010;20,53;1;2,637691
AES TIETE;OR;03/12/2010;0,075224583;1;JRS CAP PROPRIO;03/12/2010;03/12/2010;20,83;1;0,361136
AES TIETE;OR;29/04/2011;0,511878665;1;DIVIDENDO;29/04/2011;29/04/2011;23,47;1;2,180991
AES TIETE;OR;12/05/2011;0,531228928;1;DIVIDENDO;12/05/2011;12/05/2011;22,14;1;2,399408
AES TIETE;OR;11/08/2011;0,449067487;1;DIVIDENDO;11/08/2011;11/08/2011;21;1;2,138417
AES TIETE;OR;10/11/2011;0,618649063;1;DIVIDENDO;10/11/2011;10/11/2011;21,56;1;2,86943
AES TIETE;OR;07/12/2011;0,075224376;1;JRS CAP PROPRIO;07/12/2011;07/12/2011;21,48;1;0,350207
AES TIETE;OR;16/04/2012;0,633382594;1;DIVIDENDO;16/04/2012;16/04/2012;24,54;1;2,581021
AES TIETE;OR;03/05/2012;0,660699453;1;DIVIDENDO;03/05/2012;03/05/2012;24,6;1;2,68577
AES TIETE;OR;03/08/2012;0,627442473;1;DIVIDENDO;03/08/2012;03/08/2012;23,8;1;2,636313
AES TIETE;OR;06/11/2012;0,635020944;1;DIVIDENDO;06/11/2012;06/11/2012;19,75;1;3,215296
AES TIETE;OR;20/12/2012;0,065319915;1;JRS CAP PROPRIO;20/12/2012;20/12/2012;20;1;0,3266
AES TIETE;OR;26/02/2013;0,455106227;1;DIVIDENDO;26/02/2013;26/02/2013;18,42;1;2,470718
AES TIETE;OR;08/05/2013;0,50967916;1;DIVIDENDO;08/05/2013;08/05/2013;19,29;1;2,642194
AES TIETE;OR;07/08/2013;0,646079497;1;DIVIDENDO;07/08/2013;07/08/2013;21,43;1;3,014837
AES TIETE;PR;27/04/2001;0,126318658;1000;DIVIDENDO;27/04/2001;27/04/2001;14,25;1000;0,886447
AES TIETE;PR;10/12/2001;0,45360168;1000;JRS CAP PROPRIO;10/12/2001;10/12/2001;12,2;1000;3,718047
AES TIETE;PR;15/04/2002;1,707609;1000;REST CAP DIN;15/04/2002;15/04/2002;17,5;1000;9,757766
AES TIETE;PR;29/04/2002;0,351354052;1000;DIVIDENDO;29/04/2002;29/04/2002;16;1000;2,195963
AES TIETE;PR;10/05/2002;0,263200972;1000;DIVIDENDO;13/05/2002;13/05/2002;15;1000;1,754673
AES TIETE;PR;26/08/2002;0,196001;1000;DIVIDENDO;27/08/2002;27/08/2002;12;1000;1,633342
AES TIETE;PR;10/09/2002;0,268801;1000;JRS CAP PROPRIO;10/09/2002;PRE?O TEORICO;11,8;1000;2,277203
AES TIETE;PR;12/08/2003;0,147471;1000;DIVIDENDO;13/08/2003;13/08/2003;11,9;1000;1,239252
AES TIETE;PR;24/10/2003;0,442411;1000;DIVIDENDO;05/11/2003;04/11/2003;11;1000;4,021918
AES TIETE;PR;28/11/2003;0,509602;1000;JRS CAP PROPRIO;04/12/2003;04/12/2003;11,2;1000;4,550018
AES TIETE;PR;27/04/2004;0,979274;1000;DIVIDENDO;07/05/2004;07/05/2004;22;1000;4,451245
AES TIETE;PR;19/07/2004;0,746207;1000;DIVIDENDO;29/07/2004;29/07/2004;25,2;1000;2,961139
AES TIETE;PR;10/11/2004;1,005866;1000;DIVIDENDO;19/11/2004;18/11/2004;30,5;1000;3,297921
AES TIETE;PR;10/11/2004;0,481602;1000;JRS CAP PROPRIO;19/11/2004;18/11/2004;30,5;1000;1,579023
AES TIETE;PR;31/03/2005;0,853306;1000;DIVIDENDO;13/04/2005;13/04/2005;40;1000;2,133265
AES TIETE;PR;09/08/2005;2,200162;1000;DIVIDENDO;12/09/2005;12/09/2005;45,5;1000;4,835521
AES TIETE;PR;07/12/2005;0,484445;1000;JRS CAP PROPRIO;16/12/2005;16/12/2005;49,99;1000;0,969084
AES TIETE;PR;21/03/2006;3,249298;1000;DIVIDENDO;31/03/2006;31/03/2006;60;1000;5,415497
AES TIETE;PR;09/08/2006;3,363853;1000;DIVIDENDO;17/08/2006;17/08/2006;60,06;1000;5,600821
AES TIETE;PR;08/11/2006;0,410044;1000;JRS CAP PROPRIO;17/11/2006;17/11/2006;57;1000;0,719375
AES TIETE;PR;08/11/2006;1,169573;1000;DIVIDENDO;17/11/2006;17/11/2006;57;1000;2,051882
AES TIETE;PR;09/04/2007;1,818145;1000;DIVIDENDO;19/04/2007;19/04/2007;73,05;1000;2,488905
AES TIETE;PR;11/05/2007;1,766886023;1000;DIVIDENDO;28/05/2007;28/05/2007;71,19;1000;2,48193
AES TIETE;PR;10/08/2007;1,563996004;1000;DIVIDENDO;24/08/2007;24/08/2007;66,98;1000;2,335019
AES TIETE;PR;12/11/2007;1,5538737;1000;DIVIDENDO;21/11/2007;21/11/2007;64,59;1000;2,40575
AES TIETE;PR;20/12/2007;0,333690596;1000;JRS CAP PROPRIO;20/12/2007;20/12/2007;58;1000;0,575329
AES TIETE;PR;23/04/2008;0,372832529;1;DIVIDENDO;23/04/2008;23/04/2008;15,15;1;2,460941
AES TIETE;PR;14/05/2008;0,475692406;1;DIVIDENDO;15/05/2008;15/05/2008;16,45;1;2,891747
AES TIETE;PR;12/08/2008;0,369053686;1;DIVIDENDO;13/08/2008;13/08/2008;16,81;1;2,195441
AES TIETE;PR;13/11/2008;0,516758588;1;DIVIDENDO;13/11/2008;13/11/2008;13,3;1;3,885403
AES TIETE;PR;19/12/2008;0,086194834;1;JRS CAP PROPRIO;19/12/2008;19/12/2008;14,5;1;0,594447
AES TIETE;PR;27/04/2009;0,458321824;1;DIVIDENDO;27/04/2009;27/04/2009;18,18;1;2,521022
AES TIETE;PR;14/05/2009;0,592605089;1;DIVIDENDO;14/05/2009;14/05/2009;18,14;1;3,266842
AES TIETE;PR;13/08/2009;0,54830108;1;DIVIDENDO;13/08/2009;13/08/2009;20,7;1;2,648797
AES TIETE;PR;12/11/2009;0,609410111;1;DIVIDENDO;12/11/2009;12/11/2009;20,18;1;3,019872
AES TIETE;PR;15/12/2009;0,084469869;1;JRS CAP PROPRIO;15/12/2009;15/12/2009;19,02;1;0,444111
AES TIETE;PR;30/04/2010;0,312833901;1;DIVIDENDO;30/04/2010;30/04/2010;19,41;1;1,611715
AES TIETE;PR;14/05/2010;0,657393036;1;DIVIDENDO;14/05/2010;14/05/2010;19,16;1;3,43107
AES TIETE;PR;06/08/2010;0,474404175;1;DIVIDENDO;06/08/2010;06/08/2010;21,75;1;2,181169
AES TIETE;PR;05/11/2010;0,595669765;1;DIVIDENDO;05/11/2010;05/11/2010;24,12;1;2,469609
AES TIETE;PR;03/12/2010;0,082747042;1;JRS CAP PROPRIO;03/12/2010;03/12/2010;24,57;1;0,336781
AES TIETE;PR;29/04/2011;0,563066531;1;DIVIDENDO;29/04/2011;29/04/2011;26,1;1;2,157343
AES TIETE;PR;12/05/2011;0,584351821;1;DIVIDENDO;12/05/2011;12/05/2011;24,78;1;2,358159
AES TIETE;PR;11/08/2011;0,493974236;1;DIVIDENDO;11/08/2011;11/08/2011;22,49;1;2,196417
AES TIETE;PR;10/11/2011;0,680513969;1;DIVIDENDO;10/11/2011;10/11/2011;24,76;1;2,748441
AES TIETE;PR;07/12/2011;0,082746814;1;JRS CAP PROPRIO;07/12/2011;07/12/2011;24,65;1;0,335687
AES TIETE;PR;16/04/2012;0,696720853;1;DIVIDENDO;16/04/2012;16/04/2012;27,06;1;2,574726
AES TIETE;PR;03/05/2012;0,726769399;1;DIVIDENDO;03/05/2012;03/05/2012;27,18;1;2,673912
AES TIETE;PR;03/08/2012;0,69018672;1;DIVIDENDO;03/08/2012;03/08/2012;28;1;2,464953
AES TIETE;PR;06/11/2012;0,698523038;1;DIVIDENDO;06/11/2012;06/11/2012;23,69;1;2,948599
AES TIETE;PR;20/12/2012;0,071851907;1;JRS CAP PROPRIO;20/12/2012;20/12/2012;22,48;1;0,319626
AES TIETE;PR;26/02/2013;0,50061685;1;DIVIDENDO;26/02/2013;26/02/2013;20,7;1;2,418439
AES TIETE;PR;08/05/2013;0,560647076;1;DIVIDENDO;08/05/2013;08/05/2013;21,58;1;2,597994
AES TIETE;PR;07/08/2013;0,710687447;1;DIVIDENDO;07/08/2013;07/08/2013;22,38;1;3,175547
AETATIS SEC;OR;27/04/2007;0,52224063;1000;DIVIDENDO;27/04/2007; ;0;1000; 
AETATIS SEC;OR;22/10/2007;0,048898729;1;DIVIDENDO;22/10/2007; ;0;1; 
AETATIS SEC;OR;07/08/2008;0,07;1;DIVIDENDO;07/08/2008;;0;1;
AETATIS SEC;OR;16/02/2009;0,04;1;DIVIDENDO;16/02/2009;;0;1;
AETATIS SEC;OR;16/04/2009;0,06;1;DIVIDENDO;22/04/2009;;0;1;
AETATIS SEC;OR;27/07/2009;0,01;1;DIVIDENDO;28/07/2009;;0;1;
AFLUENTE;OR;28/03/2007;1,630050868;1000;DIVIDENDO;28/03/2007;26/03/2007;14,95;1000;10,90335
AFLUENTE;OR;03/10/2007;0,777801203;1000;DIVIDENDO;04/10/2007;04/10/2007;16,72;1000;4,651921
AFLUENTE;OR;28/04/2008;0,7370234;1;DIVIDENDO;28/04/2008;28/04/2008;15,8;1;4,664705
AFLUENTE;OR;31/10/2008;0,9847567;1;DIVIDENDO;31/10/2008;14/10/2008;13;1;7,575052
AFLUENTE;OR;31/03/2009;0,7551336;1;DIVIDENDO;31/03/2009;18/03/2009;13,06;1;5,782034
AFLUENTE;OR;29/06/2009;0,159292;1;JRS CAP PROPRIO;29/06/2009;20/05/2009;15,5;1;1,02769
AFLUENTE;OR;30/09/2009;0,4944648;1;DIVIDENDO;30/09/2009;PRE?O TEORICO;15,34;1;3,22322
AFLUENTE;OR;30/09/2009;0,0765034;1;JRS CAP PROPRIO;30/09/2009;PRE?O TEORICO;15,34;1;0,498695
AFLUENTE;OR;18/12/2009;0,076503461;1;JRS CAP PROPRIO;18/12/2009;02/12/2009;14,7;1;0,520432
AFLUENTE;OR;30/04/2010;0,576873664;1;DIVIDENDO;30/04/2010;23/04/2010;15;1;3,845824
AFLUENTE;OR;30/09/2010;0,02802551;1;JRS CAP PROPRIO;30/09/2010;22/09/2010;13,6;1;0,20607
AFLUENTE;OR;30/12/2010;0,02802551;1;JRS CAP PROPRIO;30/12/2010;29/11/2010;6,3;1;0,444849
AFLUENTE;OR;29/04/2011;0,306225592;1;DIVIDENDO;29/04/2011;29/04/2011;5,36;1;5,713164
AFLUENTE;OR;20/04/2012;0,368770185;1;DIVIDENDO;20/04/2012;14/03/2012;5,2;1;7,091734
AFLUENTE;OR;29/04/2013;0,55403383;1;DIVIDENDO;29/04/2013;11/04/2013;5,82;1;9,519482
AFLUENTE;OR;22/08/2013;0,088433026;1;DIVIDENDO;23/08/2013;PRE?O TEORICO;5,27;1;1,679331
AFLUENTE;PA;28/03/2007;1,630050868;1000;DIVIDENDO;28/03/2007;08/03/2007;14,12;1000;11,54427
AFLUENTE;PA;03/10/2007;0,777801203;1000;DIVIDENDO;04/10/2007;16/08/2007;15;1000;5,185341
AFLUENTE;PA;28/04/2008;0,7370234;1;DIVIDENDO;28/04/2008;21/12/2007;14,4;1;5,118218
AFLUENTE;PA;31/10/2008;0,9847567;1;DIVIDENDO;31/10/2008;08/10/2008;10,6;1;9,290158
AFLUENTE;PA;31/03/2009;0,7551336;1;DIVIDENDO;31/03/2009;PRE?O TEORICO;9,62;1;7,853505
AFLUENTE;PA;29/06/2009;0,159292;1;JRS CAP PROPRIO;29/06/2009;PRE?O TEORICO;8,86;1;1,797856
AFLUENTE;PA;30/09/2009;0,4944648;1;DIVIDENDO;30/09/2009;PRE?O TEORICO;8,7;1;5,682969
AFLUENTE;PA;30/09/2009;0,0765034;1;JRS CAP PROPRIO;30/09/2009;PRE?O TEORICO;8,7;1;0,879267
AFLUENTE;PA;18/12/2009;0,076503461;1;JRS CAP PROPRIO;18/12/2009;PRE?O TEORICO;8,13;1;0,941019
AFLUENTE;PA;30/04/2010;0,576873664;1;DIVIDENDO;30/04/2010;PRE?O TEORICO;8,05;1;7,163155
AFLUENTE;PA;30/09/2010;0,02802551;1;JRS CAP PROPRIO;30/09/2010;PRE?O TEORICO;7,48;1;0,374849
AFLUENTE;PA;30/12/2010;0,02802551;1;JRS CAP PROPRIO;30/12/2010;;0;1;
AFLUENTE;PA;29/04/2011;0,306225592;1;DIVIDENDO;29/04/2011;;0;1;
AFLUENTE;PA;20/04/2012;0,368770185;1;DIVIDENDO;20/04/2012;;0;1;
AFLUENTE;PA;29/04/2013;0,55403383;1;DIVIDENDO;29/04/2013;;0;1;
AFLUENTE;PA;22/08/2013;0,088433026;1;DIVIDENDO;23/08/2013;;0;1;
AFLUENTE;PB;28/03/2007;1,793055955;1000;DIVIDENDO;28/03/2007; ;0;1000; 
AFLUENTE;PB;03/10/2007;0,855581324;1000;DIVIDENDO;04/10/2007; ;0;1000; 
AFLUENTE;PB;28/04/2008;0,8107257;1;DIVIDENDO;28/04/2008;;0;1;
AFLUENTE;PB;31/10/2008;1,0832324;1;DIVIDENDO;31/10/2008;;0;1;
AFLUENTE;PB;31/03/2009;0,830647;1;DIVIDENDO;31/03/2009;;0;1;
AFLUENTE;PB;29/06/2009;0,1752212;1;JRS CAP PROPRIO;29/06/2009;;0;1;
AFLUENTE;PB;30/09/2009;0,5439113;1;DIVIDENDO;30/09/2009;;0;1;
AFLUENTE;PB;30/09/2009;0,0841537;1;JRS CAP PROPRIO;30/09/2009;;0;1;
AFLUENTE;PB;18/12/2009;0,084153807;1;JRS CAP PROPRIO;18/12/2009;;0;1;
AFLUENTE;PB;30/04/2010;0,63456103;1;DIVIDENDO;30/04/2010;;0;1;
AFLUENTE;PB;30/09/2010;0,030828061;1;JRS CAP PROPRIO;30/09/2010;;0;1;
AFLUENTE;PB;30/12/2010;0,030828061;1;JRS CAP PROPRIO;30/12/2010;;0;1;
AFLUENTE;PB;29/04/2011;0,336848151;1;DIVIDENDO;29/04/2011;;0;1;
AFLUENTE;PB;20/04/2012;0,405647204;1;DIVIDENDO;20/04/2012;;0;1;
AFLUENTE;PB;29/04/2013;0,609437213;1;DIVIDENDO;29/04/2013;;0;1;
AFLUENTE;PB;22/08/2013;0,097276329;1;DIVIDENDO;23/08/2013;;0;1;
AFLUENTE T;OR;29/04/2011;0,249564945;1;DIVIDENDO;29/04/2011;07/04/2011;5,78;1;4,317733
