#Nome de Pregao;Tipo da Acao;Data da Aprovacao;Valor do Provento R$;Provento por 1 ou 1000 AcÑes;Tipo do Provento;"Ultimo Dia ""Com""";"Data do Ultimo Preco ""Com""";"Ultimo Preco ""Com""";Preco por 1 ou 1000 Acoes;Provento/ Preco %
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;30/01/1998;30/01/1998;8,9;1000;0,14541
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;27/02/1998;27/02/1998;9,6;1000;0,134807
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;31/03/1998;31/03/1998;11,75;1000;0,11014
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;30/04/1998;30/04/1998;10,5;1000;0,123252
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;29/05/1998;29/05/1998;9,4;1000;0,137676
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;30/06/1998;30/06/1998;9,65;1000;0,134109
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;31/07/1998;31/07/1998;9,8;1000;0,132056
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;31/08/1998;31/08/1998;6,6;1000;0,196083
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;30/09/1998;30/09/1998;7;1000;0,184879
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;03/11/1998;03/11/1998;7,39;1000;0,175122
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;01/12/1998;01/12/1998;8,39;1000;0,154249
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;04/01/1999;04/01/1999;6,85;1000;0,188927
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;01/02/1999;01/02/1999;7,4;1000;0,174885
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;01/03/1999;01/03/1999;8,5;1000;0,152253
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;05/04/1999;05/04/1999;9,25;1000;0,139908
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;03/05/1999;03/05/1999;8,9;1000;0,14541
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;01/06/1999;01/06/1999;9,4;1000;0,137676
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;01/07/1999;01/07/1999;8,9;1000;0,14541
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;02/08/1999;02/08/1999;8,55;1000;0,151363
BRADESCO;PR;ESTATUTÊRIO;0,0129415;1000;JRS CAP PROPRIO;01/09/1999;01/09/1999;7,65;1000;0,16917
BRADESPAR;OR;30/04/2001;0,017586848;1000;DIVIDENDO;30/04/2001;30/04/2001;0,86;1000;2,044982
BRADESPAR;OR;06/01/2005;1,7186196;1;JRS CAP PROPRIO;06/01/2005;06/01/2005;83,5;1;2,058227
BRADESPAR;OR;10/10/2005;1,074137249;1;JRS CAP PROPRIO;10/10/2005;10/10/2005;57,2;1;1,877862
BRADESPAR;OR;23/02/2006;0,918516245;1;JRS CAP PROPRIO;30/10/2006;30/10/2006;81,3;1;1,129786
BRADESPAR;OR;28/04/2006;1,368937196;1;JRS CAP PROPRIO;28/04/2006;28/04/2006;85;1;1,610514
BRADESPAR;OR;21/12/2006;1,288964699;1;JRS CAP PROPRIO;21/12/2006;21/12/2006;100;1;1,288965
BRADESPAR;OR;30/04/2007;0,456143124;1;JRS CAP PROPRIO;30/04/2007;30/04/2007;67,89;1;0,671886
BRADESPAR;OR;30/04/2007;0,307820882;1;DIVIDENDO;30/04/2007;30/04/2007;67,89;1;0,453411
BRADESPAR;OR;31/10/2007;0,217512793;1;JRS CAP PROPRIO;31/10/2007;31/10/2007;53,75;1;0,404675
BRADESPAR;OR;31/10/2007;0,112419205;1;DIVIDENDO;31/10/2007;31/10/2007;53,75;1;0,209152
BRADESPAR;OR;30/04/2008;0,462419066;1;JRS CAP PROPRIO;30/04/2008;30/04/2008;49;1;0,943712
BRADESPAR;OR;31/10/2008;0,182635925;1;JRS CAP PROPRIO;31/10/2008;31/10/2008;19,29;1;0,946791
BRADESPAR;OR;31/10/2008;0,385442376;1;DIVIDENDO;31/10/2008;31/10/2008;19,29;1;1,998146
BRADESPAR;OR;30/04/2009;0,444235028;1;JRS CAP PROPRIO;30/04/2009;30/04/2009;25;1;1,77694
BRADESPAR;OR;30/04/2009;0,142294872;1;DIVIDENDO;30/04/2009;30/04/2009;25;1;0,569179
BRADESPAR;OR;30/10/2009;0,34378527;1;JRS CAP PROPRIO;30/10/2009;30/10/2009;36;1;0,954959
BRADESPAR;OR;30/10/2009;0,124514727;1;DIVIDENDO;30/10/2009;30/10/2009;36;1;0,345874
BRADESPAR;OR;30/04/2010;0,256279083;1;JRS CAP PROPRIO;30/04/2010;30/04/2010;38,87;1;0,659324
BRADESPAR;OR;30/04/2010;0,209025948;1;DIVIDENDO;30/04/2010;30/04/2010;38,87;1;0,537756
BRADESPAR;OR;29/10/2010;0,429818168;1;JRS CAP PROPRIO;29/10/2010;29/10/2010;43,5;1;0,988088
BRADESPAR;OR;29/10/2010;0,029872363;1;DIVIDENDO;29/10/2010;29/10/2010;43,5;1;0,068672
BRADESPAR;OR;28/04/2011;0,685022706;1;DIVIDENDO;28/04/2011;28/04/2011;42,89;1;1,597162
BRADESPAR;OR;28/04/2011;0,176225449;1;JRS CAP PROPRIO;28/04/2011;28/04/2011;42,89;1;0,410878
BRADESPAR;OR;31/10/2011;0,679649979;1;JRS CAP PROPRIO;31/10/2011;28/10/2011;38,7;1;1,756201
BRADESPAR;OR;31/10/2011;0,004835454;1;DIVIDENDO;31/10/2011;28/10/2011;38,7;1;0,012495
BRADESPAR;OR;27/04/2012;0,636496235;1;DIVIDENDO;27/04/2012;27/04/2012;37,1;1;1,715623
BRADESPAR;OR;27/04/2012;0,174613631;1;JRS CAP PROPRIO;27/04/2012;27/04/2012;37,1;1;0,470657
BRADESPAR;OR;27/04/2012;0,282428146;1;DIVIDENDO;27/04/2012;27/04/2012;37,1;1;0,761262
BRADESPAR;OR;31/10/2012;0,591091318;1;JRS CAP PROPRIO;31/10/2012;31/10/2012;30,79;1;1,919751
BRADESPAR;OR;29/04/2013;0,349227262;1;JRS CAP PROPRIO;29/04/2013;29/04/2013;22,89;1;1,525676
BRADESPAR;OR;29/04/2013;0,24180227;1;DIVIDENDO;29/04/2013;29/04/2013;22,89;1;1,056366
BRADESPAR;PR;30/04/2001;0,019345532;1000;DIVIDENDO;30/04/2001;30/04/2001;0,92;1000;2,102775
BRADESPAR;PR;06/01/2005;1,89048156;1;JRS CAP PROPRIO;06/01/2005;06/01/2005;81,9;1;2,30828
BRADESPAR;PR;10/10/2005;1,181550974;1;JRS CAP PROPRIO;10/10/2005;10/10/2005;58;1;2,037157
BRADESPAR;PR;23/02/2006;1,010367869;1;JRS CAP PROPRIO;30/10/2006;30/10/2006;82,2;1;1,229158
BRADESPAR;PR;28/04/2006;1,505830916;1;JRS CAP PROPRIO;28/04/2006;28/04/2006;83,25;1;1,808806
BRADESPAR;PR;21/12/2006;1,417861169;1;JRS CAP PROPRIO;21/12/2006;21/12/2006;101,5;1;1,396908
BRADESPAR;PR;30/04/2007;0,501757437;1;JRS CAP PROPRIO;30/04/2007;30/04/2007;68;1;0,737879
BRADESPAR;PR;30/04/2007;0,338602971;1;DIVIDENDO;30/04/2007;30/04/2007;68;1;0,497946
BRADESPAR;PR;31/10/2007;0,239264073;1;JRS CAP PROPRIO;31/10/2007;31/10/2007;54,5;1;0,439017
BRADESPAR;PR;31/10/2007;0,123661125;1;DIVIDENDO;31/10/2007;31/10/2007;54,5;1;0,226901
BRADESPAR;PR;30/04/2008;0,508660973;1;JRS CAP PROPRIO;30/04/2008;30/04/2008;49,65;1;1,024493
BRADESPAR;PR;31/10/2008;0,200899519;1;JRS CAP PROPRIO;31/10/2008;31/10/2008;19,6;1;1,024998
BRADESPAR;PR;31/10/2008;0,423986613;1;DIVIDENDO;31/10/2008;31/10/2008;19,6;1;2,163197
BRADESPAR;PR;30/04/2009;0,488658532;1;JRS CAP PROPRIO;30/04/2009;30/04/2009;26,91;1;1,815899
BRADESPAR;PR;30/04/2009;0,156524359;1;DIVIDENDO;30/04/2009;30/04/2009;26,91;1;0,581659
BRADESPAR;PR;30/10/2009;0,378163798;1;JRS CAP PROPRIO;30/10/2009;30/10/2009;36,45;1;1,037486
BRADESPAR;PR;30/10/2009;0,1369662;1;DIVIDENDO;30/10/2009;30/10/2009;36,45;1;0,375765
BRADESPAR;PR;30/04/2010;0,281906992;1;JRS CAP PROPRIO;30/04/2010;30/04/2010;40,07;1;0,703536
BRADESPAR;PR;30/04/2010;0,229928543;1;DIVIDENDO;30/04/2010;30/04/2010;40,07;1;0,573817
BRADESPAR;PR;29/10/2010;0,472799986;1;JRS CAP PROPRIO;29/10/2010;29/10/2010;43,57;1;1,08515
BRADESPAR;PR;29/10/2010;0,0328596;1;DIVIDENDO;29/10/2010;29/10/2010;43,57;1;0,075418
BRADESPAR;PR;28/04/2011;0,753524977;1;DIVIDENDO;28/04/2011;28/04/2011;41;1;1,837866
BRADESPAR;PR;28/04/2011;0,193847994;1;JRS CAP PROPRIO;28/04/2011;28/04/2011;41;1;0,4728
BRADESPAR;PR;31/10/2011;0,747614978;1;JRS CAP PROPRIO;31/10/2011;31/10/2011;35;1;2,136043
BRADESPAR;PR;31/10/2011;0,005319001;1;DIVIDENDO;31/10/2011;31/10/2011;35;1;0,015197
BRADESPAR;PR;27/04/2012;0,700145859;1;DIVIDENDO;27/04/2012;27/04/2012;35,91;1;1,949724
BRADESPAR;PR;27/04/2012;0,192074994;1;JRS CAP PROPRIO;27/04/2012;27/04/2012;35,91;1;0,534879
BRADESPAR;PR;27/04/2012;0,310670961;1;DIVIDENDO;27/04/2012;27/04/2012;35,91;1;0,865138
BRADESPAR;PR;31/10/2012;0,65020045;1;JRS CAP PROPRIO;31/10/2012;31/10/2012;30;1;2,167335
BRADESPAR;PR;29/04/2013;0,384149988;1;JRS CAP PROPRIO;29/04/2013;29/04/2013;25,67;1;1,496494
BRADESPAR;PR;29/04/2013;0,265982497;1;DIVIDENDO;29/04/2013;29/04/2013;25,67;1;1,036161
BRASIL;OR;29/09/1997;0,1125;1000;DIVIDENDO;29/09/1997;29/09/1997;10,24;1000;1,098633
BRASIL;OR;06/04/1998;0,11298;1000;DIVIDENDO;06/04/1998;06/04/1998;11;1000;1,027091
BRASIL;OR;03/08/1998;0,15771;1000;JRS CAP PROPRIO;03/08/1998;03/08/1998;9,5;1000;1,660105
BRASIL;OR;08/02/1999;0,17627;1000;JRS CAP PROPRIO;08/02/1999;08/02/1999;7,01;1000;2,514551
BRASIL;OR;26/07/1999;0,21587;1000;JRS CAP PROPRIO;26/07/1999;26/07/1999;6,25;1000;3,45392
BRASIL;OR;26/07/1999;0,0031097;1000;RENDIMENTO;26/07/1999;26/07/1999;6,25;1000;0,049755
BRASIL;OR;17/03/2000;0,10106;1000;JRS CAP PROPRIO;17/03/2000;17/03/2000;6,8;1000;1,486176
BRASIL;OR;17/03/2000;0,00375;1000;RENDIMENTO;17/03/2000;17/03/2000;6,8;1000;0,055147
BRASIL;OR;07/08/2000;0,14788;1000;JRS CAP PROPRIO;08/08/2000;08/08/2000;6,41;1000;2,30702
BRASIL;OR;07/08/2000;0,00242;1000;RENDIMENTO;08/08/2000;08/08/2000;6,41;1000;0,037754
BRASIL;OR;12/02/2001;0,19916;1000;DIVIDENDO;13/02/2001;13/02/2001;7,75;1000;2,569806
BRASIL;OR;12/02/2001;0,00342;1000;RENDIMENTO;13/02/2001;13/02/2001;7,75;1000;0,044129
BRASIL;OR;24/08/2001;0,1036468;1000;DIVIDENDO;24/08/2001;24/08/2001;9,44;1000;1,097953
BRASIL;OR;24/08/2001;0,0027936;1000;RENDIMENTO;24/08/2001;24/08/2001;9,44;1000;0,029593
BRASIL;OR;25/02/2002;0,2534;1000;DIVIDENDO;26/02/2002;26/02/2002;10,7;1000;2,368224
BRASIL;OR;25/02/2002;0,006931477;1000;RENDIMENTO;26/02/2002;26/02/2002;10,7;1000;0,06478
BRASIL;OR;26/08/2002;0,4136194;1000;DIVIDENDO;27/08/2002;27/08/2002;11,2;1000;3,69303
BRASIL;OR;26/08/2002;0,01130449;1000;RENDIMENTO;27/08/2002;27/08/2002;11,2;1000;0,100933
BRASIL;OR;10/02/2003;0,37167;1000;DIVIDENDO;11/02/2003;11/02/2003;9,82;1000;3,784827
BRASIL;OR;10/02/2003;0,00971;1000;RENDIMENTO;11/02/2003;11/02/2003;9,82;1000;0,09888
BRASIL;OR;13/08/2003;0,43977;1000;JRS CAP PROPRIO;14/08/2003;14/08/2003;15,66;1000;2,808238
BRASIL;OR;13/08/2003;0,01308;1000;RENDIMENTO;14/08/2003;14/08/2003;15,66;1000;0,083525
BRASIL;OR;16/02/2004;0,57894;1;JRS CAP PROPRIO;17/02/2004;17/02/2004;23,5;1;2,463574
BRASIL;OR;16/02/2004;0,011562;1;RENDIMENTO;17/02/2004;17/02/2004;23,5;1;0,0492
BRASIL;OR;16/08/2004;0,61468;1;JRS CAP PROPRIO;17/08/2004;17/08/2004;24,09;1;2,551598
BRASIL;OR;16/08/2004;0,01229;1;RENDIMENTO;17/08/2004;17/08/2004;24,09;1;0,051017
BRASIL;OR;15/12/2004;0,34896;1;JRS CAP PROPRIO;22/12/2004;22/12/2004;32,4;1;1,077037
BRASIL;OR;17/02/2005;0,28193;1;JRS CAP PROPRIO;21/02/2005;21/02/2005;35,61;1;0,791716
BRASIL;OR;17/02/2005;0,00616;1;RENDIMENTO;21/02/2005;21/02/2005;35,61;1;0,017299
BRASIL;OR;12/08/2005;0,78583;1;JRS CAP PROPRIO;15/08/2005;15/08/2005;35,99;1;2,183468
BRASIL;OR;12/08/2005;0,01818;1;RENDIMENTO;15/08/2005;15/08/2005;35,99;1;0,050514
BRASIL;OR;16/02/2006;0,162737;1;DIVIDENDO;20/02/2006;20/02/2006;58;1;0,280581
BRASIL;OR;16/02/2006;0,003798;1;RENDIMENTO;20/02/2006;20/02/2006;58;1;0,006548
BRASIL;OR;16/02/2006;0,925517;1;JRS CAP PROPRIO;20/02/2006;20/02/2006;58;1;1,595719
BRASIL;OR;16/02/2006;0,021602;1;RENDIMENTO;20/02/2006;20/02/2006;58;1;0,037245
BRASIL;OR;19/04/2006;0,941231;1;DIVIDENDO;19/04/2006;19/04/2006;55,91;1;1,683475
BRASIL;OR;10/08/2006;1,056568;1;DIVIDENDO;14/08/2006;14/08/2006;50;1;2,113136
BRASIL;OR;10/08/2006;0,0182;1;RENDIMENTO;14/08/2006;14/08/2006;50;1;0,0364
BRASIL;OR;10/08/2006;0,849233;1;JRS CAP PROPRIO;14/08/2006;14/08/2006;50;1;1,698466
BRASIL;OR;10/08/2006;0,014629;1;RENDIMENTO;14/08/2006;14/08/2006;50;1;0,029258
BRASIL;OR;21/12/2006;0,825595;1;JRS CAP PROPRIO;21/12/2006;21/12/2006;63,07;1;1,309014
BRASIL;OR;21/12/2006;0;1;RENDIMENTO;21/12/2006;21/12/2006;63,07;1;0
BRASIL;OR;26/02/2007;0,219138;1;DIVIDENDO;27/02/2007;27/02/2007;67,7;1;0,32369
BRASIL;OR;26/02/2007;0,0042;1;RENDIMENTO;27/02/2007;27/02/2007;67,7;1;0,006204
BRASIL;OR;20/03/2007;0,389026;1;JRS CAP PROPRIO;21/03/2007;21/03/2007;69,1;1;0,56299
BRASIL;OR;15/05/2007;0,293761;1;DIVIDENDO;15/05/2007;15/05/2007;80,1;1;0,366743
BRASIL;OR;19/06/2007;0,133617256;1;JRS CAP PROPRIO;21/06/2007;21/06/2007;28,4;1;0,470483
BRASIL;OR;02/08/2007;0,038983745;1;DIVIDENDO;14/08/2007;14/08/2007;28;1;0,139228
BRASIL;OR;02/08/2007;0,000549285;1;RENDIMENTO;14/08/2007;14/08/2007;28;1;0,001962
BRASIL;OR;19/09/2007;0,134644039;1;JRS CAP PROPRIO;21/09/2007;21/09/2007;28,02;1;0,480528
BRASIL;OR;30/10/2007;0,085721812;1;DIVIDENDO;13/11/2007;13/11/2007;28,5;1;0,300778
BRASIL;OR;19/12/2007;0,139986731;1;JRS CAP PROPRIO;21/12/2007;21/12/2007;31,1;1;0,450118
BRASIL;OR;19/12/2007;0;1;RENDIMENTO;21/12/2007;21/12/2007;31,1;1;0
BRASIL;OR;07/02/2008;0,053166649;1;DIVIDENDO;26/02/2008;26/02/2008;28,51;1;0,186484
BRASIL;OR;07/02/2008;0,000856395;1;RENDIMENTO;26/02/2008;26/02/2008;28,51;1;0,003004
BRASIL;OR;20/03/2008;0,145145913;1;JRS CAP PROPRIO;20/03/2008;20/03/2008;24,9;1;0,582915
BRASIL;OR;06/05/2008;0,22421652;1;DIVIDENDO;14/05/2008;14/05/2008;28,93;1;0,775031
BRASIL;OR;17/06/2008;0,142768781;1;JRS CAP PROPRIO;23/06/2008;23/06/2008;27,04;1;0,527991
BRASIL;OR;29/07/2008;0,115924117;1;DIVIDENDO;15/08/2008;15/08/2008;22,29;1;0,520072
BRASIL;OR;29/07/2008;0,001916701;1;RENDIMENTO;15/08/2008;15/08/2008;22,29;1;0,008599
BRASIL;OR;16/09/2008;0,159677816;1;JRS CAP PROPRIO;23/09/2008;23/09/2008;22,29;1;0,716365
BRASIL;OR;28/10/2008;0,134065933;1;DIVIDENDO;13/11/2008;13/11/2008;14,1;1;0,950822
BRASIL;OR;16/12/2008;0,159961947;1;JRS CAP PROPRIO;22/12/2008;22/12/2008;15,05;1;1,06287
BRASIL;OR;03/02/2009;0,299133913;1;DIVIDENDO;19/02/2009;19/02/2009;13,8;1;2,167637
BRASIL;OR;03/02/2009;0,005297498;1;RENDIMENTO;19/02/2009;19/02/2009;13,8;1;0,038388
BRASIL;OR;18/03/2009;0,174410273;1;JRS CAP PROPRIO;23/03/2009;23/03/2009;16,6;1;1,050664
BRASIL;OR;14/05/2009;0,085107728;1;DIVIDENDO;14/05/2009;14/05/2009;20,2;1;0,421325
BRASIL;OR;16/06/2009;0,177690312;1;JRS CAP PROPRIO;22/06/2009;22/06/2009;20,42;1;0,870178
BRASIL;OR;28/07/2009;0,188192472;1;DIVIDENDO;13/08/2009;13/08/2009;25,43;1;0,740041
BRASIL;OR;28/07/2009;0,002053353;1;RENDIMENTO;13/08/2009;13/08/2009;25,43;1;0,008075
BRASIL;OR;15/09/2009;0,185397322;1;JRS CAP PROPRIO;21/09/2009;21/09/2009;29,5;1;0,628465
BRASIL;OR;03/11/2009;0,122897379;1;DIVIDENDO;12/11/2009;12/11/2009;31,07;1;0,39555
BRASIL;OR;15/12/2009;0,1862019;1;JRS CAP PROPRIO;21/12/2009;21/12/2009;29,2;1;0,637678
BRASIL;OR;23/02/2010;0,461160706;1;DIVIDENDO;25/02/2010;25/02/2010;30;1;1,537202
BRASIL;OR;23/02/2010;0,005651571;1;RENDIMENTO;25/02/2010;25/02/2010;30;1;0,018839
BRASIL;OR;11/03/2010;0,201718022;1;JRS CAP PROPRIO;24/03/2010;24/03/2010;29,5;1;0,68379
BRASIL;OR;11/05/2010;0,172912374;1;DIVIDENDO;21/05/2010;21/05/2010;26,18;1;0,660475
BRASIL;OR;11/05/2010;0,204526845;1;JRS CAP PROPRIO;24/05/2010;24/05/2010;25,78;1;0,793355
BRASIL;OR;16/08/2010;0,197427107;1;DIVIDENDO;18/08/2010;18/08/2010;29,92;1;0,65985
BRASIL;OR;16/08/2010;0,00273954;1;RENDIMENTO;18/08/2010;18/08/2010;29,92;1;0,009156
BRASIL;OR;15/09/2010;0,23558175;1;JRS CAP PROPRIO;22/09/2010;22/09/2010;30,4;1;0,77494
BRASIL;OR;09/11/2010;0,131424433;1;DIVIDENDO;22/11/2010;22/11/2010;33,8;1;0,38883
BRASIL;OR;07/12/2010;0,239724807;1;JRS CAP PROPRIO;22/12/2010;22/12/2010;30,9;1;0,775808
BRASIL;OR;15/02/2011;0,320690981;1;DIVIDENDO;21/02/2011;21/02/2011;30,66;1;1,045959
BRASIL;OR;15/02/2011;0,004804634;1;RENDIMENTO;21/02/2011;21/02/2011;30,66;1;0,015671
BRASIL;OR;15/03/2011;0,253054638;1;JRS CAP PROPRIO;22/03/2011;22/03/2011;29;1;0,872602
BRASIL;OR;03/05/2011;0,156961549;1;DIVIDENDO;19/05/2011;19/05/2011;27,25;1;0,576006
BRASIL;OR;07/06/2011;0,257514631;1;JRS CAP PROPRIO;21/06/2011;21/06/2011;27,05;1;0,951995
BRASIL;OR;03/08/2011;0,208101465;1;DIVIDENDO;18/08/2011;18/08/2011;25,2;1;0,825799
BRASIL;OR;03/08/2011;0,003383362;1;RENDIMENTO;18/08/2011;18/08/2011;25,2;1;0,013426
BRASIL;OR;13/09/2011;0,278180981;1;JRS CAP PROPRIO;21/09/2011;21/09/2011;25,1;1;1,108291
BRASIL;OR;01/11/2011;0,125885267;1;DIVIDENDO;17/11/2011;17/11/2011;24,79;1;0,507807
BRASIL;OR;13/12/2011;0,277413908;1;JRS CAP PROPRIO;21/12/2011;21/12/2011;23,42;1;1,184517
BRASIL;OR;07/02/2012;0,15445033;1;DIVIDENDO;17/02/2012;17/02/2012;28;1;0,551608
BRASIL;OR;07/02/2012;0,002176428;1;RENDIMENTO;17/02/2012;17/02/2012;28;1;0,007773
BRASIL;OR;13/03/2012;0,293278527;1;JRS CAP PROPRIO;22/03/2012;22/03/2012;27,24;1;1,076647
BRASIL;OR;02/05/2012;0,063309612;1;DIVIDENDO;10/05/2012;10/05/2012;22,33;1;0,283518
BRASIL;OR;12/06/2012;0,296755489;1;JRS CAP PROPRIO;21/06/2012;21/06/2012;20,49;1;1,448294
BRASIL;OR;07/08/2012;0,122374371;1;DIVIDENDO;21/08/2012;21/08/2012;23,3;1;0,525212
BRASIL;OR;07/08/2012;0,001392612;1;RENDIMENTO;21/08/2012;21/08/2012;23,3;1;0,005977
BRASIL;OR;28/08/2012;0,285820705;1;JRS CAP PROPRIO;11/09/2012;11/09/2012;25,25;1;1,131963
BRASIL;OR;06/11/2012;0,106931879;1;DIVIDENDO;16/11/2012;16/11/2012;21,02;1;0,508715
BRASIL;OR;27/11/2012;0,297176566;1;JRS CAP PROPRIO;12/12/2012;12/12/2012;23,2;1;1,280933
BRASIL;OR;19/02/2013;0,258057445;1;DIVIDENDO;01/03/2013;01/03/2013;26,82;1;0,962183
BRASIL;OR;19/02/2013;0,002901726;1;RENDIMENTO;01/03/2013;01/03/2013;26,82;1;0,010819
BRASIL;OR;26/02/2013;0,264927795;1;JRS CAP PROPRIO;11/03/2013;11/03/2013;27,17;1;0,975075
BRASIL;OR;14/05/2013;0,098210148;1;DIVIDENDO;21/05/2013;21/05/2013;26,35;1;0,372714
BRASIL;OR;28/05/2013;0,281982315;1;JRS CAP PROPRIO;11/06/2013;11/06/2013;23,35;1;1,207633
BRASIL;OR;06/08/2013;0,76983269;1;DIVIDENDO;22/08/2013;22/08/2013;22,73;1;3,386857
BRASIL;OR;06/08/2013;0,011039277;1;RENDIMENTO;22/08/2013;22/08/2013;22,73;1;0,048567
BRASIL;OR;27/08/2013;0,313770971;1;JRS CAP PROPRIO;11/09/2013;11/09/2013;24,51;1;1,280175
BRASIL;PR;29/09/1997;0,1237;1000;DIVIDENDO;29/09/1997;29/09/1997;12,39;1000;0,998386
BRASIL;PR;06/04/1998;0,12428;1000;DIVIDENDO;06/04/1998;06/04/1998;14,85;1000;0,836902
BRASIL;PR;03/08/1998;0,17348;1000;JRS CAP PROPRIO;03/08/1998;03/08/1998;12,9;1000;1,344806
BRASIL;PR;08/02/1999;0,1939;1000;JRS CAP PROPRIO;08/02/1999;08/02/1999;8,9;1000;2,178652
BRASIL;PR;26/07/1999;0,23746;1000;JRS CAP PROPRIO;26/07/1999;26/07/1999;8,49;1000;2,796938
BRASIL;PR;26/07/1999;0,0034177;1000;RENDIMENTO;26/07/1999;26/07/1999;8,49;1000;0,040256
BRASIL;PR;17/03/2000;0,11116;1000;JRS CAP PROPRIO;17/03/2000;17/03/2000;9,4;1000;1,182553
BRASIL;PR;17/03/2000;0,00412;1000;RENDIMENTO;17/03/2000;17/03/2000;9,4;1000;0,04383
BRASIL;PR;07/08/2000;0,16266;1000;JRS CAP PROPRIO;08/08/2000;08/08/2000;9,2;1000;1,768043
BRASIL;PR;07/08/2000;0,00264;1000;RENDIMENTO;08/08/2000;08/08/2000;9,2;1000;0,028696
BRASIL;PR;12/02/2001;0,21907;1000;DIVIDENDO;13/02/2001;13/02/2001;9,57;1000;2,289133
BRASIL;PR;12/02/2001;0,00377;1000;RENDIMENTO;13/02/2001;13/02/2001;9,57;1000;0,039394
BRASIL;PR;24/08/2001;0,1140114;1000;DIVIDENDO;24/08/2001;24/08/2001;11,01;1000;1,035526
BRASIL;PR;24/08/2001;0,003073;1000;RENDIMENTO;24/08/2001;24/08/2001;11,01;1000;0,027911
BRASIL;PR;25/02/2002;0,27875;1000;DIVIDENDO;26/02/2002;26/02/2002;11,86;1000;2,350337
BRASIL;PR;25/02/2002;0,007624898;1000;RENDIMENTO;26/02/2002;26/02/2002;11,86;1000;0,064291
BRASIL;PR;26/08/2002;0,45498134;1000;DIVIDENDO;27/08/2002;27/08/2002;12;1000;3,791511
BRASIL;PR;26/08/2002;0,01243494;1000;RENDIMENTO;27/08/2002;27/08/2002;12;1000;0,103625
BRASILAGRO;OR;29/10/2008;0,01934868;1;DIVIDENDO;29/10/2008;28/10/2008;9,5;1;0,20367
BRASKEM;OR;31/01/1996;6,91;1000;DIVIDENDO;31/01/1996;27/12/1995;535;1000;1,291589
BRASKEM;OR;31/01/1996;7,29;1000;DIVIDENDO;31/01/1996;27/12/1995;535;1000;1,362617
BRASKEM;OR;25/04/1996;13,7;1000;DIVIDENDO;25/04/1996;02/04/1996;514,99;1000;2,660246
BRASKEM;OR;24/07/1996;6,8;1000;DIVIDENDO;24/07/1996;05/07/1996;480;1000;1,416667
BRASKEM;OR;23/10/1996;11,1;1000;DIVIDENDO;23/10/1996;09/10/1996;380;1000;2,921053
BRASKEM;OR;28/01/1997;10,3;1000;DIVIDENDO;28/01/1997;16/01/1997;420;1000;2,452381
BRASKEM;OR;23/04/1997;5;1000;DIVIDENDO;23/04/1997;14/03/1997;400;1000;1,25
BRASKEM;OR;23/07/1997;13,1;1000;DIVIDENDO;23/07/1997;23/07/1997;401;1000;3,266833
BRASKEM;OR;22/10/1997;12,8;1000;DIVIDENDO;22/10/1997;18/09/1997;365;1000;3,506849
BRASKEM;OR;27/01/1998;12,5;1000;DIVIDENDO;27/01/1998;21/01/1998;225,5;1000;5,543237
BRASKEM;OR;22/04/1998;10,4;1000;DIVIDENDO;22/04/1998;22/04/1998;270;1000;3,851852
BRASKEM;OR;22/07/1998;10,7;1000;DIVIDENDO;22/07/1998;21/07/1998;215;1000;4,976744
BRASKEM;OR;21/10/1998;10,3;1000;DIVIDENDO;22/10/1998;07/10/1998;149,89;1000;6,871706
BRASKEM;OR;27/01/1999;10,2;1000;DIVIDENDO;27/01/1999;18/12/1998;105;1000;9,714286
BRASKEM;OR;28/04/1999;10,4;1000;DIVIDENDO;28/04/1999;15/04/1999;200;1000;5,2
BRASKEM;OR;21/07/1999;10,4;1000;DIVIDENDO;02/08/1999;23/07/1999;240,01;1000;4,333153
