ATEL4;BRATELACNPR1;ATEL;ACOES PREFERENCIAIS;;;A;;;;ACN;E;10;0.0;ACN;PR
ATTB11B;BRATTBBDR007;ATTB;BDRS REPRESENTATIVOS DE UMA ACAO ORDINARIA CADA UM;;;A;;;;BDR;E;10;0.0;BDR;
ATTB34;BRATTBBDR007;ATTB;BDRS REPRESENTATIVOS DE UMA ACAO ORDINARIA CADA UM;;;A;;;;BDR;E;10;0.0;BDR;
AUT 4;BRAUTOACNPR1;AUTO;ACOES PREFERENCIAIS;;;A;;;;ACN;E;10;0.0;ACN;PR
AUTO4;BRAUTOACNPR1;AUTO;ACOES PREFERENCIAIS;;;A;;;;ACN;E;10;0.0;ACN;PR
AZEV3;BRAZEVACNOR0;AZEV;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
AZEV4;BRAZEVACNPR7;AZEV;ACOES PREFERENCIAIS;;;A;;;;ACN;E;10;0.0;ACN;PR
BAA 3;BRBAAMACNOR8;BAAM;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BAAM4;BRBAAMACNPR5;BAAM;ACOES PREFERENCIAIS;;;A;;;;ACN;E;10;0.0;ACN;PR
BAH 3;BRBAHIACNOR1;BAHI;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BAHI3;BRBAHIACNOR1;BAHI;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BALM3;BRBALMACNOR5;BALM;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BALM4;BRBALMACNPR2;BALM;ACOES PREFERENCIAIS;;;A;;;;ACN;E;10;0.0;ACN;PR
BAM 3;BRBAMGACNOR5;BAMG;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BAP 6;BRBAPCACNPB8;BAPC;ACOES PREFERENCIAIS CLASSE B;;;A;;;;ACN;E;10;0.0;ACN;PB
BAQ 3;BRBAQUACNOR7;BAQU;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BAQ 4;BRBAQUACNPR4;BAQU;ACOES PREFERENCIAIS;;;A;;;;ACN;E;10;0.0;ACN;PR
BAQU3;BRBAQUACNOR7;BAQU;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BAR 3;BRBARBACNOR5;BARB;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BARB3;BRBARBACNOR5;BARB;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BARB4;BRBARBACNPR2;BARB;ACOES PREFERENCIAIS;;;A;;;;ACN;E;10;0.0;ACN;PR
BAS 3;BRBASUACNOR3;BASU;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BASU5;BRBASUACNPA6;BASU;ACOES PREFERENCIAIS CLASSE A;;;A;;;;ACN;E;10;0.0;ACN;PA
BASU6;BRBASUACNPB4;BASU;ACOES PREFERENCIAIS CLASSE B;;;A;;;;ACN;E;10;0.0;ACN;PB
BAZ 3;BRBAZAACNOR0;BAZA;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BAZA3;BRBAZAACNOR0;BAZA;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BB  3;BRBBASACNOR3;BBAS;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BBAS3;BRBBASACNOR3;BBAS;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BBC 4;BRBBCMACNPR9;BBCM;ACOES PREFERENCIAIS;;;A;;;;ACN;E;10;0.0;ACN;PR
BBCM3;BRBBCMACNOR2;BBCM;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BBDC3;BRBBDCACNOR1;BBDC;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BBFI11B;BRBBFICTF006;BBFI;COTAS;;;A;;;;CTF;E;10;0.0;CTF;
BBRK3;BRBBRKACNOR4;BBRK;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BBV 3;BRBBVTACNOR7;BBVT;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BBV 6;BRBBVTACNPB8;BBVT;ACOES PREFERENCIAIS CLASSE B - E:1995;;;A;;;;ACN;E;10;0.0;ACN;PB
BBVT6;BRBBVTACNPB8;BBVT;ACOES PREFERENCIAIS CLASSE B - E:1995;;;A;;;;ACN;E;10;0.0;ACN;PB
